,TILL_NR,ORG.NR/PERS.NR,NAVN,ADRESSE,POSTNR,POSTSTED,TILDELINGSTIDSPUNKT,TIDSBEGRENSET,TILL_KOMNR,TILL_KOM,FORMÅL,PRODUKSJONSFORM,ART,TILL_KAP,TILL_ENHET,LOK_NR,LOK_NAVN,LOK_KOMNR,LOK_KOM,LOK_PLASS,VANNMILJØ,LOK_KAP,LOK_ENHET,N_GEOWGS84,Ø_GEOWGS84,PROD_OMR
450,F A 0041,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,13.08.1984,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"1 038,00",TN,10614,KRÅKEVIK,5403,ALTA,SJØ,SALTVANN,"4 424,00",TN,70.263017,23.306217,12.0
453,F A 0042,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,16.08.1984,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"1 051,00",TN,10614,KRÅKEVIK,5403,ALTA,SJØ,SALTVANN,"4 424,00",TN,70.263017,23.306217,12.0
456,F A 0042,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,16.08.1984,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"1 051,00",TN,32237,SLOPPEGRUNN,5432,LOPPA,SJØ,SALTVANN,"2 700,00",TN,70.22045,21.809067,12.0
459,F A 0042,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,16.08.1984,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"1 051,00",TN,24535,STORHOLMEN,5403,ALTA,SJØ,SALTVANN,"5 400,00",TN,70.3414,23.39285,12.0
462,F A 0042,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,16.08.1984,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"1 051,00",TN,32617,YTRE KOVEN,5403,ALTA,SJØ,SALTVANN,"5 670,00",TN,70.1421,22.89265,12.0
465,F A 0043,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,18.08.1997,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,33517,PETTERNES,5434,MÅSØY,SJØ,SALTVANN,"3 600,00",TN,70.8172,24.590567,12.0
468,F A 0043,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,18.08.1997,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,31797,FARTØYVIKA,5434,MÅSØY,SJØ,SALTVANN,"7 200,00",TN,70.828517,24.450483,12.0
471,F A 0043,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,18.08.1997,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,13317,LILLE KVALFJORD,5403,ALTA,SJØ,SALTVANN,"2 700,00",TN,70.303383,22.937983,12.0
474,F A 0043,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,18.08.1997,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,10840,LILLE KUFJORD,5403,ALTA,SJØ,SALTVANN,"3 120,00",TN,70.347517,22.972967,12.0
477,F A 0043,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,18.08.1997,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,10839,STORE KUFJORD,5403,ALTA,SJØ,SALTVANN,"2 700,00",TN,70.353317,23.079117,12.0
480,F A 0043,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,18.08.1997,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,10794,MORTENSNES,5403,ALTA,SJØ,SALTVANN,"5 400,00",TN,70.124217,23.223833,12.0
483,F A 0043,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,18.08.1997,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,35957,DANIELSVIKA,5406,HAMMERFEST,SJØ,SALTVANN,"7 200,00",TN,70.670583,24.488767,12.0
486,F A 0044,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,18.08.1997,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,"984,00",TN,10794,MORTENSNES,5403,ALTA,SJØ,SALTVANN,"5 400,00",TN,70.124217,23.223833,12.0
489,F A 0044,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,18.08.1997,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,"984,00",TN,35957,DANIELSVIKA,5406,HAMMERFEST,SJØ,SALTVANN,"7 200,00",TN,70.670583,24.488767,12.0
492,F A 0044,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,18.08.1997,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,"984,00",TN,33517,PETTERNES,5434,MÅSØY,SJØ,SALTVANN,"3 600,00",TN,70.8172,24.590567,12.0
495,F A 0044,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,18.08.1997,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,"984,00",TN,32598,KOKELV,5406,HAMMERFEST,SJØ,SALTVANN,"3 600,00",TN,70.6381,24.5791,12.0
498,F A 0044,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,18.08.1997,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,"984,00",TN,31797,FARTØYVIKA,5434,MÅSØY,SJØ,SALTVANN,"7 200,00",TN,70.828517,24.450483,12.0
501,F A 0044,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,18.08.1997,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,"984,00",TN,13317,LILLE KVALFJORD,5403,ALTA,SJØ,SALTVANN,"2 700,00",TN,70.303383,22.937983,12.0
504,F A 0044,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,18.08.1997,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,"984,00",TN,10839,STORE KUFJORD,5403,ALTA,SJØ,SALTVANN,"2 700,00",TN,70.353317,23.079117,12.0
507,F A 0045,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,27.07.1999,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,"984,00",TN,33998,KLUBBEN,5433,HASVIK,SJØ,SALTVANN,"3 600,00",TN,70.663967,22.6224,12.0
510,F A 0045,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,27.07.1999,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,"984,00",TN,33997,NÆRINGSBUKTA,5433,HASVIK,SJØ,SALTVANN,"3 600,00",TN,70.658917,22.642417,12.0
513,F A 0045,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,27.07.1999,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,"984,00",TN,31797,FARTØYVIKA,5434,MÅSØY,SJØ,SALTVANN,"7 200,00",TN,70.828517,24.450483,12.0
516,F A 0045,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,27.07.1999,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,"984,00",TN,10841,POLLEN,5403,ALTA,SJØ,SALTVANN,"1 800,00",TN,70.340883,22.804867,12.0
519,F A 0045,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,27.07.1999,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,"984,00",TN,10840,LILLE KUFJORD,5403,ALTA,SJØ,SALTVANN,"3 120,00",TN,70.347517,22.972967,12.0
522,F A 0045,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,27.07.1999,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,"984,00",TN,35957,DANIELSVIKA,5406,HAMMERFEST,SJØ,SALTVANN,"7 200,00",TN,70.670583,24.488767,12.0
525,F A 0045,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,27.07.1999,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,"984,00",TN,10281,STORE KVALFJORD,5403,ALTA,SJØ,SALTVANN,"3 600,00",TN,70.321117,22.896517,12.0
528,F A 0050,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,13.08.2003,,5403,ALTA,SLAKTEMERD,MATFISK,Laks,"506,00",TN,20176,YTRE SIMANES,5403,ALTA,SJØ,SALTVANN,"506,00",TN,69.947917,23.095,
531,F A 0054,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,23.11.2006,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,"984,00",TN,13996,HAMNEFJORD,5406,HAMMERFEST,SJØ,SALTVANN,"8 420,00",TN,70.566233,23.024617,12.0
534,F A 0054,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,23.11.2006,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,"984,00",TN,10821,TUVAN,5403,ALTA,SJØ,SALTVANN,"3 480,00",TN,70.09005,22.705367,12.0
537,F A 0054,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,23.11.2006,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,"984,00",TN,10789,STORE LERRESFJORD,5403,ALTA,SJØ,SALTVANN,"3 480,00",TN,70.2875,23.465883,12.0
540,F A 0054,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,23.11.2006,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,"984,00",TN,10614,KRÅKEVIK,5403,ALTA,SJØ,SALTVANN,"4 424,00",TN,70.263017,23.306217,12.0
543,F A 0055,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,23.11.2006,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"1 051,00",TN,24535,STORHOLMEN,5403,ALTA,SJØ,SALTVANN,"5 400,00",TN,70.3414,23.39285,12.0
546,F A 0055,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,23.11.2006,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"1 051,00",TN,31917,KIRKENESET,5406,HAMMERFEST,SJØ,SALTVANN,"2 700,00",TN,70.713367,23.827433,12.0
549,F A 0055,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,23.11.2006,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"1 051,00",TN,32617,YTRE KOVEN,5403,ALTA,SJØ,SALTVANN,"5 670,00",TN,70.1421,22.89265,12.0
552,F A 0055,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,23.11.2006,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"1 051,00",TN,29557,KOMAGNES,5406,HAMMERFEST,SJØ,SALTVANN,"7 560,00",TN,70.4793,23.634217,12.0
555,F A 0056,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"1 494,00",TN,16055,KRÅKEBERGET,5434,MÅSØY,SJØ,SALTVANN,"3 600,00",TN,70.83325,25.254333,12.0
558,F A 0056,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"1 494,00",TN,33997,NÆRINGSBUKTA,5433,HASVIK,SJØ,SALTVANN,"3 600,00",TN,70.658917,22.642417,12.0
561,F A 0056,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"1 494,00",TN,33998,KLUBBEN,5433,HASVIK,SJØ,SALTVANN,"3 600,00",TN,70.663967,22.6224,12.0
564,F A 0056,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"1 494,00",TN,35957,DANIELSVIKA,5406,HAMMERFEST,SJØ,SALTVANN,"7 200,00",TN,70.670583,24.488767,12.0
567,F A 0056,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"1 494,00",TN,36099,STORE KOBBØY,5434,MÅSØY,SJØ,SALTVANN,"5 400,00",TN,70.911617,25.32495,12.0
570,F A 0056,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"1 494,00",TN,10841,POLLEN,5403,ALTA,SJØ,SALTVANN,"1 800,00",TN,70.340883,22.804867,12.0
573,F A 0056,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"1 494,00",TN,10281,STORE KVALFJORD,5403,ALTA,SJØ,SALTVANN,"3 600,00",TN,70.321117,22.896517,12.0
576,F A 0057,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,10281,STORE KVALFJORD,5403,ALTA,SJØ,SALTVANN,"3 600,00",TN,70.321117,22.896517,12.0
579,F A 0057,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,10841,POLLEN,5403,ALTA,SJØ,SALTVANN,"1 800,00",TN,70.340883,22.804867,12.0
582,F A 0057,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,16055,KRÅKEBERGET,5434,MÅSØY,SJØ,SALTVANN,"3 600,00",TN,70.83325,25.254333,12.0
585,F A 0057,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,33997,NÆRINGSBUKTA,5433,HASVIK,SJØ,SALTVANN,"3 600,00",TN,70.658917,22.642417,12.0
588,F A 0057,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,33998,KLUBBEN,5433,HASVIK,SJØ,SALTVANN,"3 600,00",TN,70.663967,22.6224,12.0
591,F A 0057,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,36099,STORE KOBBØY,5434,MÅSØY,SJØ,SALTVANN,"5 400,00",TN,70.911617,25.32495,12.0
594,F A 0057,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,37237,BØRFJORD,5433,HASVIK,SJØ,SALTVANN,"2 840,00",TN,70.645333,22.694317,12.0
597,F A 0058,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,33517,PETTERNES,5434,MÅSØY,SJØ,SALTVANN,"3 600,00",TN,70.8172,24.590567,12.0
600,F A 0058,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,10840,LILLE KUFJORD,5403,ALTA,SJØ,SALTVANN,"3 120,00",TN,70.347517,22.972967,12.0
603,F A 0058,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,13317,LILLE KVALFJORD,5403,ALTA,SJØ,SALTVANN,"2 700,00",TN,70.303383,22.937983,12.0
606,F A 0058,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,31797,FARTØYVIKA,5434,MÅSØY,SJØ,SALTVANN,"7 200,00",TN,70.828517,24.450483,12.0
609,F A 0058,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,10839,STORE KUFJORD,5403,ALTA,SJØ,SALTVANN,"2 700,00",TN,70.353317,23.079117,12.0
612,F A 0058,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,10811,ELVA I ÅRØYSUNDET,5403,ALTA,SJØ,SALTVANN,"1 800,00",TN,70.1337,23.330383,12.0
615,F A 0058,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,35957,DANIELSVIKA,5406,HAMMERFEST,SJØ,SALTVANN,"7 200,00",TN,70.670583,24.488767,12.0
618,F A 0058,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,36099,STORE KOBBØY,5434,MÅSØY,SJØ,SALTVANN,"5 400,00",TN,70.911617,25.32495,12.0
621,F A 0059,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,10840,LILLE KUFJORD,5403,ALTA,SJØ,SALTVANN,"3 120,00",TN,70.347517,22.972967,12.0
624,F A 0059,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,10839,STORE KUFJORD,5403,ALTA,SJØ,SALTVANN,"2 700,00",TN,70.353317,23.079117,12.0
627,F A 0059,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,10794,MORTENSNES,5403,ALTA,SJØ,SALTVANN,"5 400,00",TN,70.124217,23.223833,12.0
630,F A 0059,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,33517,PETTERNES,5434,MÅSØY,SJØ,SALTVANN,"3 600,00",TN,70.8172,24.590567,12.0
633,F A 0059,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,31797,FARTØYVIKA,5434,MÅSØY,SJØ,SALTVANN,"7 200,00",TN,70.828517,24.450483,12.0
636,F A 0059,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,"984,00",TN,32598,KOKELV,5406,HAMMERFEST,SJØ,SALTVANN,"3 600,00",TN,70.6381,24.5791,12.0
639,F A 0060,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,22.01.2016,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN A,Laks,"974,00",TN,10814,MÅRSANJARGA,5403,ALTA,SJØ,SALTVANN,"2 700,00",TN,70.239617,23.286883,12.0
642,F A 0060,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,22.01.2016,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN A,Laks,"974,00",TN,13119,HESTEN,5403,ALTA,SJØ,SALTVANN,"2 700,00",TN,70.238067,23.40735,12.0
645,F A 0060,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,22.01.2016,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN A,Laks,"974,00",TN,15460,LAHOLMEN,5435,NORDKAPP,SJØ,SALTVANN,"7 095,00",TN,70.89355,25.55705,12.0
648,F A 0060,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,22.01.2016,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN A,Laks,"974,00",TN,15462,SARNES,5435,NORDKAPP,SJØ,SALTVANN,"4 000,00",TN,70.98,25.747833,12.0
651,F A 0060,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,22.01.2016,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN A,Laks,"974,00",TN,27015,KJØSEN,5432,LOPPA,SJØ,SALTVANN,"2 700,00",TN,70.140517,22.24615,12.0
654,F A 0060,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,22.01.2016,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN A,Laks,"974,00",TN,38857,VANNFJORDEN,5435,NORDKAPP,SJØ,SALTVANN,"5 670,00",TN,71.017783,25.38915,12.0
657,F A 0060,980361306.0,GRIEG SEAFOOD FINNMARK AS,MARKVEIEN 38B,9510,ALTA,22.01.2016,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN A,Laks,"974,00",TN,37557,DAVATLUFT,5403,ALTA,SJØ,SALTVANN,"5 670,00",TN,70.245383,22.87385,12.0
660,F A 0061,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,23.02.2016,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN A,Laks,"984,00",TN,10821,TUVAN,5403,ALTA,SJØ,SALTVANN,"3 480,00",TN,70.09005,22.705367,12.0
663,F A 0061,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,23.02.2016,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN A,Laks,"984,00",TN,10789,STORE LERRESFJORD,5403,ALTA,SJØ,SALTVANN,"3 480,00",TN,70.2875,23.465883,12.0
666,F A 0061,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,23.02.2016,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN A,Laks,"984,00",TN,10614,KRÅKEVIK,5403,ALTA,SJØ,SALTVANN,"4 424,00",TN,70.263017,23.306217,12.0
669,F A 0061,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,23.02.2016,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN A,Laks,"984,00",TN,13996,HAMNEFJORD,5406,HAMMERFEST,SJØ,SALTVANN,"8 420,00",TN,70.566233,23.024617,12.0
674,F A 0064,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,01.07.2016,23.12.2025,5403,ALTA,FORSKNING,MATFISK,Laks,"780,00",TN,13996,HAMNEFJORD,5406,HAMMERFEST,SJØ,SALTVANN,"8 420,00",TN,70.566233,23.024617,
677,F A 0064,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,01.07.2016,23.12.2025,5403,ALTA,FORSKNING,MATFISK,Laks,"780,00",TN,10789,STORE LERRESFJORD,5403,ALTA,SJØ,SALTVANN,"3 480,00",TN,70.2875,23.465883,
680,F A 0064,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,01.07.2016,23.12.2025,5403,ALTA,FORSKNING,MATFISK,Laks,"780,00",TN,10635,TOKNEBUKTNESET,5406,HAMMERFEST,SJØ,SALTVANN,"3 600,00",TN,70.572533,24.075567,
683,F A 0065,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,04.07.2016,23.12.2025,5403,ALTA,FORSKNING,MATFISK,Laks,"780,00",TN,13996,HAMNEFJORD,5406,HAMMERFEST,SJØ,SALTVANN,"8 420,00",TN,70.566233,23.024617,
686,F A 0065,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,04.07.2016,23.12.2025,5403,ALTA,FORSKNING,MATFISK,Laks,"780,00",TN,10635,TOKNEBUKTNESET,5406,HAMMERFEST,SJØ,SALTVANN,"3 600,00",TN,70.572533,24.075567,
689,F A 0065,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,04.07.2016,23.12.2025,5403,ALTA,FORSKNING,MATFISK,Laks,"780,00",TN,10789,STORE LERRESFJORD,5403,ALTA,SJØ,SALTVANN,"3 480,00",TN,70.2875,23.465883,
692,F A 0067,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,12.07.2017,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN A,Laks,"984,00",TN,36797,KORSNES,5423,KARLSØY,SJØ,SALTVANN,"7 200,00",TN,69.986917,19.931633,12.0
695,F A 0068,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,27.06.2019,27.06.2029,5403,ALTA,VISNING,MATFISK,Laks,"780,00",TN,10281,STORE KVALFJORD,5403,ALTA,SJØ,SALTVANN,"3 600,00",TN,70.321117,22.896517,
698,F A 0068,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,27.06.2019,27.06.2029,5403,ALTA,VISNING,MATFISK,Laks,"780,00",TN,10794,MORTENSNES,5403,ALTA,SJØ,SALTVANN,"5 400,00",TN,70.124217,23.223833,
701,F A 0068,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,27.06.2019,27.06.2029,5403,ALTA,VISNING,MATFISK,Laks,"780,00",TN,10840,LILLE KUFJORD,5403,ALTA,SJØ,SALTVANN,"3 120,00",TN,70.347517,22.972967,
704,F A 0068,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,27.06.2019,27.06.2029,5403,ALTA,VISNING,MATFISK,Laks,"780,00",TN,10811,ELVA I ÅRØYSUNDET,5403,ALTA,SJØ,SALTVANN,"1 800,00",TN,70.1337,23.330383,
707,F BD0002,966840528.0,SALMAR FARMING AS,INDUSTRIVEIEN 51,7266,KVERVA,29.04.1986,,5443,BÅTSFJORD,KOMMERSIELL,MATFISK - (5% MTB ØKNING),Laks,"1 073,00",TN,34697,ØYRA,5438,LEBESBY,SJØ,SALTVANN,"8 300,00",TN,70.774767,27.2185,12.0
710,F BD0011,966840528.0,SALMAR FARMING AS,INDUSTRIVEIEN 51,7266,KVERVA,14.07.1999,,5443,BÅTSFJORD,KOMMERSIELL,MATFISK - (5% MTB ØKNING),Laks,"1 073,00",TN,34697,ØYRA,5438,LEBESBY,SJØ,SALTVANN,"8 300,00",TN,70.774767,27.2185,12.0
713,F BD0012,966840528.0,SALMAR FARMING AS,INDUSTRIVEIEN 51,7266,KVERVA,14.07.1999,,5443,BÅTSFJORD,KOMMERSIELL,MATFISK - (5% MTB ØKNING),Laks,"1 687,00",TN,32637,VEIDNES,5443,BÅTSFJORD,SJØ,SALTVANN,"5 900,00",TN,70.539917,30.136583,13.0
716,F BD0013,966840528.0,SALMAR FARMING AS,INDUSTRIVEIEN 51,7266,KVERVA,14.07.1999,,5443,BÅTSFJORD,KOMMERSIELL,MATFISK - (5% MTB ØKNING),Laks,"1 155,00",TN,32637,VEIDNES,5443,BÅTSFJORD,SJØ,SALTVANN,"5 900,00",TN,70.539917,30.136583,13.0
