navn,loknr,X,Y,objectid,prodorgnavn,loktilstand,mu_dato,mu_type,rapportid,status_lokalitet,plassering,vannmiljo,fylke,kommune,lat_lokalitet,lon_lokalitet,url,globalid
AARSET,30096,7.57753300000002,62.700217,8540603,ALSCO AS,1,"[2007, 38]",b,AM99935497,TRUKKET,SJØ,SALTVANN,MØRE OG ROMSDAL,MOLDE,62.700217,7.577533,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM99935497/attachments/1237,{843B7AE5-B9EE-4604-890F-9B9DC044F79F}
AGA Ø,15196,5.26074999999997,59.845917,8540317,EYSTEIN B HANSEN,1,"[2011, 19]",b,AM93864318,KLARERT,SJØ,SALTVANN,VESTLAND,BØMLO,59.845917,5.26075,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM93864318/attachments/831,{D4B14DE7-B6BC-492B-A1B8-79A257480ED5}
AGA Ø,15196,5.26074999999997,59.845917,8541358,RESIPIENTANALYSE AS,1,"[2013, 11]",b,AR41200593,KLARERT,SJØ,SALTVANN,VESTLAND,BØMLO,59.845917,5.26075,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR41200593/attachments/126,{460B8EAA-FD37-472A-AEF9-9AA8AE3D7101}
AGA Ø,15196,5.26074999999997,59.845917,8543173,RESIPIENTANALYSE AS,1,"[2015, 12]",b,AR101355305,KLARERT,SJØ,SALTVANN,VESTLAND,BØMLO,59.845917,5.26075,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR101355305/attachments/14833,{E9FB835C-24B4-43EF-9989-112614D62F46}
AGA Ø,15196,5.26074999999997,59.845917,8544880,RESIPIENTANALYSE AS,1,"[2017, 3]",b,AR184284732,KLARERT,SJØ,SALTVANN,VESTLAND,BØMLO,59.845917,5.26075,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR184284732/attachments/24937,{A24AC525-8B39-4784-8DBC-49D1A9FF9648}
AGA Ø,15196,5.26074999999997,59.845917,8545271,Rådgivende Biologer AS,1,"[2006, 12]",b,AR216983100,KLARERT,SJØ,SALTVANN,VESTLAND,BØMLO,59.845917,5.26075,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR216983100/attachments/28809,{85D5B8C1-9E4A-4292-AD71-F411F55A5D79}
AGA Ø,15196,5.26074999999997,59.845917,8546440,RESIPIENTANALYSE AS,2,"[2018, 43]",b,AR288852209,KLARERT,SJØ,SALTVANN,VESTLAND,BØMLO,59.845917,5.26075,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR288852209/attachments/39780,{DB0FA1C3-3F02-40CB-B183-C40DCEF352F7}
AGA Ø,15196,5.26074999999997,59.845917,8547190,Rådgivende Biologer AS,1,"[2019, 24]",b,AR334922277,KLARERT,SJØ,SALTVANN,VESTLAND,BØMLO,59.845917,5.26075,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR334922277/attachments/47651,{372A1D6E-4D51-465F-81DB-F057032AB0A6}
ALDALEN,12067,5.57191699999998,60.24995,8539519,RÅDGIVENDE BIOLOGER AS,2,"[2009, 5]",b,AM63731243,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.24995,5.571917,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM63731243/attachments/173,{B4462471-0776-4C33-AC5C-2F3F88CA90BA}
ALDALEN,12067,5.57191699999998,60.24995,8539687,RÅDGIVENDE BIOLOGER AS,1,"[2010, 8]",b,AM70421063,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.24995,5.571917,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM70421063/attachments/198,{9F9ED465-3E05-4924-8E2C-48E454D3AD1E}
ALDALEN,12067,5.57191699999998,60.24995,8540409,RÅDGIVENDE BIOLOGER AS,1,"[2011, 5]",b,AM93371262,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.24995,5.571917,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM93371262/attachments/723,{B4B7EEBA-0DCC-4947-B8DB-A9AF28A1C1B3}
ALDALEN,12067,5.57191699999998,60.24995,8541331,Rådgivende Biologer AS,1,"[2013, 5]",b,AR36300631,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.24995,5.571917,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR36300631/attachments/93,{A092D29B-3986-46CA-9A35-B2AC2D86F76C}
ALDALEN,12067,5.57191699999998,60.24995,8543069,Rådgivende Biologer AS,1,"[2015, 5]",b,AR91363087,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.24995,5.571917,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR91363087/attachments/14276,{EAD74BE7-DAD6-45E0-94CB-049439E5377D}
ALDALEN,12067,5.57191699999998,60.24995,8545023,Rådgivende Biologer AS,1,"[2017, 10]",b,AR196575584,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.24995,5.571917,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR196575584/attachments/25838,{9BC24FB9-5D38-4CA5-94FF-81DFB50EE0E7}
ALDALEN,12067,5.57191699999998,60.24995,8545819,FOMAS FISKEHELSE OG MILJØ AS,1,"[2018, 6]",b,AR249024746,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.24995,5.571917,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR249024746/attachments/32546,{C567D393-7EFF-4A50-89E8-6D0FCE46B2C1}
ALDEØYNA,12982,4.76778300000001,61.31055,8540322,SUB AQUA TECH AS,1,"[2010, 38]",b,AM93866821,KLARERT,SJØ,SALTVANN,VESTLAND,ASKVOLL,61.31055,4.767783,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM93866821/attachments/809,{4583BD32-D8E5-490C-83E1-546F115C3E48}
ALDEØYNA,12982,4.76778300000001,61.31055,8541091,SUB AQUA TECH AS,2,"[2012, 42]",b,AM104125270,KLARERT,SJØ,SALTVANN,VESTLAND,ASKVOLL,61.31055,4.767783,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM104125270/attachments/1575,{CA8171BE-F9DF-42BC-946C-943142F40045}
ALDEØYNA,12982,4.76778300000001,61.31055,8542357,SUB AQUA TECH AS,1,"[2014, 10]",b,AR67329276,KLARERT,SJØ,SALTVANN,VESTLAND,ASKVOLL,61.31055,4.767783,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR67329276/attachments/5405,{A9BA0FC2-6F0C-4700-BD96-38BA4025DF37}
ALDEØYNA,12982,4.76778300000001,61.31055,8543995,RESIPIENTANALYSE AS,2,"[2008, 25]",b,AR143190135,KLARERT,SJØ,SALTVANN,VESTLAND,ASKVOLL,61.31055,4.767783,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR143190135/attachments/19305,{8C3DE863-1C17-4D86-A19D-A886CBE085E6}
ALDEØYNA,12982,4.76778300000001,61.31055,8544612,SUB AQUA TECH AS,1,"[2016, 44]",b,AR168457324,KLARERT,SJØ,SALTVANN,VESTLAND,ASKVOLL,61.31055,4.767783,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR168457324/attachments/23258,{62D36BAE-ABD7-438F-8A3A-7FCCCFEFFBAD}
ALDEØYNA,12982,4.76778300000001,61.31055,8545891,SUB AQUA TECH AS,1,"[2018, 13]",b,AR255521368,KLARERT,SJØ,SALTVANN,VESTLAND,ASKVOLL,61.31055,4.767783,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR255521368/attachments/33047,{F03FE770-8770-4ADD-B430-D3443724CDAD}
ALDEØYNA,12982,4.76778300000001,61.31055,8547528,SUB AQUA TECH AS,3,"[2020, 2]",b,AR356293741,KLARERT,SJØ,SALTVANN,VESTLAND,ASKVOLL,61.31055,4.767783,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR356293741/attachments/50980,{3746D3F9-E692-4663-8441-3A98DADE5230}
ALDEØYNA,12982,4.76778300000001,61.31055,8548312,SUB AQUA TECH AS,2,"[2020, 43]",b,AR398442627,KLARERT,SJØ,SALTVANN,VESTLAND,ASKVOLL,61.31055,4.767783,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR398442627/attachments/58294,{A05693F5-40A8-4E64-B5E9-25C3ACED4DBF}
ALLERSHOLMEN,11756,4.85353300000003,60.774867,8539529,RÅDGIVENDE BIOLOGER AS,1,"[2007, 31]",b,AM64037037,KLARERT,SJØ,SALTVANN,VESTLAND,AUSTRHEIM,60.774867,4.853533,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM64037037/attachments/181,{1D21AF5D-BEBE-4F39-9E64-53511586374A}
ALLERSHOLMEN,11756,4.85353300000003,60.774867,8540021,RESIPIENTANALYSE Haveland,1,"[2008, 34]",b,AM88504431,KLARERT,SJØ,SALTVANN,VESTLAND,AUSTRHEIM,60.774867,4.853533,,{B027820D-AD3F-46CB-86BF-3097C82DD095}
ALLERSHOLMEN,11756,4.85353300000003,60.774867,8540023,RESIPIENTANALYSE Haveland,2,"[2010, 46]",b,AM88504882,KLARERT,SJØ,SALTVANN,VESTLAND,AUSTRHEIM,60.774867,4.853533,,{59ED1F7D-A7E7-4015-A25D-3669DDCF1CCC}
ALLERSHOLMEN,11756,4.85353300000003,60.774867,8541097,RESIPIENTANALYSE AS,2,"[2012, 33]",b,AM104127125,KLARERT,SJØ,SALTVANN,VESTLAND,AUSTRHEIM,60.774867,4.853533,,{46E10E9C-1BE0-4ACC-956E-A7296CF706CC}
ALLERSHOLMEN,11756,4.85353300000003,60.774867,8542108,RESIPIENTANALYSE AS,3,"[2013, 44]",b,AR56014435,KLARERT,SJØ,SALTVANN,VESTLAND,AUSTRHEIM,60.774867,4.853533,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR56014435/attachments/4293,{B60766A4-5E97-4311-A06A-E5CB2BB44148}
ALLERSHOLMEN,11756,4.85353300000003,60.774867,8542651,RESIPIENTANALYSE AS,2,"[2014, 28]",b,AR76902836,KLARERT,SJØ,SALTVANN,VESTLAND,AUSTRHEIM,60.774867,4.853533,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR76902836/attachments/11270,{948224CC-6B61-4231-BF39-B38DEB7306B5}
ALLERSHOLMEN,11756,4.85353300000003,60.774867,8543533,RESIPIENTANALYSE AS,3,"[2015, 35]",b,AR117328619,KLARERT,SJØ,SALTVANN,VESTLAND,AUSTRHEIM,60.774867,4.853533,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR117328619/attachments/17131,{24027FD8-1BFB-4477-8533-21C6BA90CFF0}
ALLERSHOLMEN,11756,4.85353300000003,60.774867,8544042,RESIPIENTANALYSE AS,3,"[2016, 10]",b,AR144130417,KLARERT,SJØ,SALTVANN,VESTLAND,AUSTRHEIM,60.774867,4.853533,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR144130417/attachments/19429,{0F345B06-5494-4969-BB1A-12AD7ACD5DF0}
ALLERSHOLMEN,11756,4.85353300000003,60.774867,8545965,RESIPIENTANALYSE AS,2,"[2018, 15]",b,AR259387978,KLARERT,SJØ,SALTVANN,VESTLAND,AUSTRHEIM,60.774867,4.853533,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR259387978/attachments/33584,{426DA693-F0FF-4E49-A165-B194DB4850E2}
ALLERSHOLMEN,11756,4.85353300000003,60.774867,8546195,RESIPIENTANALYSE AS,2,"[2018, 30]",b,AR275981127,KLARERT,SJØ,SALTVANN,VESTLAND,AUSTRHEIM,60.774867,4.853533,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR275981127/attachments/36896,{F225C6E7-395E-482C-AE2D-5836179AA97A}
ALLERSHOLMEN,11756,4.85353300000003,60.774867,8546836,RESIPIENTANALYSE AS,3,"[2019, 17]",b,AR320211903,KLARERT,SJØ,SALTVANN,VESTLAND,AUSTRHEIM,60.774867,4.853533,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR320211903/attachments/44328,{71462E2C-44BC-413F-88A9-51DE1514BB33}
ALLERSHOLMEN,11756,4.85353300000003,60.774867,8547236,RESIPIENTANALYSE AS,4,"[2019, 36]",b,AR336786119,KLARERT,SJØ,SALTVANN,VESTLAND,AUSTRHEIM,60.774867,4.853533,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR336786119/attachments/48142,{462EF70C-1F37-4950-B309-BDC466681CDA}
ALLERSHOLMEN,11756,4.85353300000003,60.774867,8548126,RESIPIENTANALYSE AS,2,"[2020, 38]",b,AR390195865,KLARERT,SJØ,SALTVANN,VESTLAND,AUSTRHEIM,60.774867,4.853533,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR390195865/attachments/56406,{4B7ECF12-A0DA-46FB-90A5-18728A8361FB}
ALLERSHOLMEN,11756,4.85353300000003,60.774867,8548876,RESIPIENTANALYSE AS,3,"[2021, 21]",b,AR434508462,KLARERT,SJØ,SALTVANN,VESTLAND,AUSTRHEIM,60.774867,4.853533,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR434508462/attachments/62138,{C1741D8C-14FB-4DF7-9B9C-4A78B6928E01}
ALMENNINGEN Ø,28836,12.15895,65.928833,8544191,HYDRA VEGA AS,1,"[2011, 17]",b,AR153694596,TRUKKET,SJØ,SALTVANN,NORDLAND,HERØY I NORDLAND,65.928833,12.15895,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR153694596/attachments/20709,{AA3D8166-518C-4F66-9F86-74A30EAC9797}
ALMURDEN,13271,10.678883,64.433533,8539750,AQUA KOMPETANSE AS,3,"[2010, 2]",b,AM70243250,KLARERT,SJØ,SALTVANN,TRØNDELAG,FLATANGER,64.433533,10.678883,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM70243250/attachments/227,{924AF6B7-46BF-49F8-BFD1-80DC063B1CE1}
ALMURDEN,13271,10.678883,64.433533,8539863,AQUA KOMPETANSE AS,2,"[2010, 24]",b,AM80544796,KLARERT,SJØ,SALTVANN,TRØNDELAG,FLATANGER,64.433533,10.678883,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM80544796/attachments/488,{1C2B8048-54A3-4CD3-AABE-56623B21606C}
ALMURDEN,13271,10.678883,64.433533,8542906,AQUA KOMPETANSE AS,1,"[2014, 35]",b,AR81534423,KLARERT,SJØ,SALTVANN,TRØNDELAG,FLATANGER,64.433533,10.678883,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR81534423/attachments/13499,{F815CCB4-138F-40B7-9D31-7F4CD96510D4}
ALMURDEN,13271,10.678883,64.433533,8548270,AQUA KOMPETANSE AS,2,"[2020, 43]",b,AR396941929,KLARERT,SJØ,SALTVANN,TRØNDELAG,FLATANGER,64.433533,10.678883,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR396941929/attachments/58006,{E4AF818D-3A41-4F0F-A2CD-DEE58B9B9BCB}
ALMURDEN,13271,10.678883,64.433533,8548703,AQUA KOMPETANSE AS,1,"[2021, 12]",b,AR424172918,KLARERT,SJØ,SALTVANN,TRØNDELAG,FLATANGER,64.433533,10.678883,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR424172918/attachments/60074,{9C4F6495-0EBD-4AFA-B141-CEE4A8A1F845}
ALSÅKERVIK,12086,6.07288299999999,59.759517,8541110,FOMAS - FISKEHELSE OG MILJØ AS,3,"[2009, 39]",b,AM103992073,KLARERT,SJØ,SALTVANN,VESTLAND,KVINNHERAD,59.759517,6.072883,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM103992073/attachments/1296,{A7F44083-5B65-4B7D-A695-0D0663035805}
ALSÅKERVIK,12086,6.07288299999999,59.759517,8541164,UNI RESEARCH AS,3,"[2012, 41]",b,AM104121541,KLARERT,SJØ,SALTVANN,VESTLAND,KVINNHERAD,59.759517,6.072883,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM104121541/attachments/1072,{AFB97864-0561-452F-A440-DD6323508225}
ALSÅKERVIK,12086,6.07288299999999,59.759517,8542238,UNI RESEARCH AS,2,"[2014, 15]",b,AR59039928,KLARERT,SJØ,SALTVANN,VESTLAND,KVINNHERAD,59.759517,6.072883,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR59039928/attachments/5081,{E4869E5A-9E41-4B6E-BCBF-92E01C57F176}
ALSÅKERVIK,12086,6.07288299999999,59.759517,8542453,UNI RESEARCH AS,2,"[2014, 17]",b,AR70054502,KLARERT,SJØ,SALTVANN,VESTLAND,KVINNHERAD,59.759517,6.072883,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR70054502/attachments/6028,{64174455-72D6-4575-B334-0096D6010359}
ALSÅKERVIK,12086,6.07288299999999,59.759517,8543683,Rådgivende Biologer AS,3,"[2015, 37]",b,AR120510152,KLARERT,SJØ,SALTVANN,VESTLAND,KVINNHERAD,59.759517,6.072883,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR120510152/attachments/17699,{E55747E6-E736-4E5E-BD01-D1D7DD305941}
ALSÅKERVIK,12086,6.07288299999999,59.759517,8544000,Rådgivende Biologer AS,3,"[2016, 8]",b,AR143307578,KLARERT,SJØ,SALTVANN,VESTLAND,KVINNHERAD,59.759517,6.072883,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR143307578/attachments/19329,{DC018134-734B-4400-89B0-E90774CCFD14}
ALSÅKERVIK,12086,6.07288299999999,59.759517,8545112,Rådgivende Biologer AS,1,"[2017, 14]",b,AR202311670,KLARERT,SJØ,SALTVANN,VESTLAND,KVINNHERAD,59.759517,6.072883,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR202311670/attachments/27008,{6B6F9591-6ED1-488B-AE84-793BC4E9D143}
ALSÅKERVIK,12086,6.07288299999999,59.759517,8546658,Rådgivende Biologer AS,3,"[2018, 39]",b,AR310817972,KLARERT,SJØ,SALTVANN,VESTLAND,KVINNHERAD,59.759517,6.072883,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR310817972/attachments/42796,{1A3EF080-0A46-4BF3-84F3-389D75154309}
ALSÅKERVIK,12086,6.07288299999999,59.759517,8547243,Rådgivende Biologer AS,3,"[2019, 28]",b,AR337245802,KLARERT,SJØ,SALTVANN,VESTLAND,KVINNHERAD,59.759517,6.072883,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR337245802/attachments/48260,{7EAAFCB7-284B-4061-857B-EA31AD455181}
ALTANESET,13227,5.63679999999999,60.24815,8539470,FISKEHELSE OG MILJØ AS,2,"[2009, 29]",b,AM63701609,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.24815,5.6368,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM63701609/attachments/111,{BDFC966D-97DA-4E67-BAAF-5B563CA3A57D}
ALTANESET,13227,5.63679999999999,60.24815,8539841,FOMAS - FISKEHELSE OG MILJØ AS,2,"[2010, 36]",b,AM78922899,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.24815,5.6368,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM78922899/attachments/574,{42237174-3E54-4F4D-AC03-4DDB3A66C342}
ALTANESET,13227,5.63679999999999,60.24815,8540954,RÅDGIVENDE BIOLOGER AS,2,"[2011, 38]",b,AM101442913,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.24815,5.6368,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM101442913/attachments/1355,{FCCE2A9F-C346-46C1-B5D6-2C91611AC51C}
ALTANESET,13227,5.63679999999999,60.24815,8541124,RÅDGIVENDE BIOLOGER AS,2,"[2012, 39]",b,AM104083417,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.24815,5.6368,,{1BFB15EC-0CAE-4630-82ED-E9BC557CE1A7}
ALTANESET,13227,5.63679999999999,60.24815,8541966,Rådgivende Biologer AS,2,"[2013, 38]",b,AR53255657,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.24815,5.6368,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR53255657/attachments/3520,{5C81E75D-8AD2-4C23-A3C1-025534570844}
ALTANESET,13227,5.63679999999999,60.24815,8542961,UNI RESEARCH AS,2,"[2014, 39]",b,AR85390849,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.24815,5.6368,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR85390849/attachments/13698,{7961CB49-F30E-4E76-AAF2-304792310AC7}
ALTANESET,13227,5.63679999999999,60.24815,8543756,Rådgivende Biologer AS,3,"[2015, 45]",b,AR122281887,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.24815,5.6368,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR122281887/attachments/18084,{4EEE3BA4-744A-436B-ACF3-C17FD073B9B1}
ALTANESET,13227,5.63679999999999,60.24815,8544422,Rådgivende Biologer AS,1,"[2016, 22]",b,AR162713609,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.24815,5.6368,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR162713609/attachments/22059,{EE803C37-4F3E-47BB-9757-4870946CB9C8}
ALTANESET,13227,5.63679999999999,60.24815,8546082,FOMAS FISKEHELSE OG MILJØ AS,3,"[2018, 23]",b,AR268075070,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.24815,5.6368,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR268075070/attachments/34884,{28D4EF69-52E8-41C0-B1C4-B456141AEDFB}
ALTANESET,13227,5.63679999999999,60.24815,8546720,FOMAS FISKEHELSE OG MILJØ AS,1,"[2019, 10]",b,AR313209155,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.24815,5.6368,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR313209155/attachments/43154,{C830EEC2-B569-4C8D-B2E2-84914BAA0E21}
ALTANESET,13227,5.63679999999999,60.24815,8548628,ÅKERBLÅ AS,2,"[2021, 8]",b,AR419643764,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.24815,5.6368,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR419643764/attachments/59480,{920C5050-3E1F-405C-8A7B-B6BC836DEABB}
ALTANESET,13227,5.63679999999999,60.24815,8550578,FOMAS FISKEHELSE OG MILJØ AS,2,"[2020, 21]",b,AR377288122,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.24815,5.6368,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR377288122/attachments/53920,{AB4CE514-77D3-41B6-92DA-4C7F46945132}
ALTEROSEN,11179,14.446867,68.207367,8541179,AQUA KOMPETANSE AS,1,"[2011, 49]",b,AM104204069,KLARERT,SJØ,SALTVANN,NORDLAND,VÅGAN,68.207367,14.446867,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM104204069/attachments/1479,{89D729C7-0FAE-4FAF-8D81-1FEA777F9D96}
ALTEROSEN,11179,14.446867,68.207367,8541648,LOFOTBIOLOG AS,1,"[2013, 34]",b,AR50843809,KLARERT,SJØ,SALTVANN,NORDLAND,VÅGAN,68.207367,14.446867,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR50843809/attachments/2154,{DF7FEBFF-2BB4-4FFA-812F-CAB3237F41C1}
ALTEROSEN,11179,14.446867,68.207367,8543452,LOFOTBIOLOG AS,1,"[2015, 35]",b,AR115427112,KLARERT,SJØ,SALTVANN,NORDLAND,VÅGAN,68.207367,14.446867,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR115427112/attachments/16727,{9612ACF6-F56B-40F0-B575-FC48E9D5C514}
ALTEROSEN,11179,14.446867,68.207367,8545372,ÅKERBLÅ AS,1,"[2017, 36]",b,AR219901943,KLARERT,SJØ,SALTVANN,NORDLAND,VÅGAN,68.207367,14.446867,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR219901943/attachments/29455,{50486029-1E78-444C-8C6D-FFAFDA7DECC8}
ALVØEN,11579,5.18917399999998,60.354762,8543728,SUB AQUA TECH AARSETH EIVIND,1,"[2002, 12]",b,AR121192361,KLARERT,LAND,FERSKVANN,VESTLAND,BERGEN,60.354762,5.189174,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR121192361/attachments/17943,{E5D4E996-0863-4163-8FDA-9DB8C9DD75AC}
ALVØEN,11579,5.18917399999998,60.354762,8543729,SUB AQUA TECH AARSETH EIVIND,1,"[2007, 10]",b,AR121192565,KLARERT,LAND,FERSKVANN,VESTLAND,BERGEN,60.354762,5.189174,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR121192565/attachments/17944,{CB0A76CE-328D-40EA-8B9C-85C0AB984832}
ALVØEN,11579,5.18917399999998,60.354762,8543730,SUB AQUA TECH AARSETH EIVIND,1,"[2012, 23]",b,AR121192858,KLARERT,LAND,FERSKVANN,VESTLAND,BERGEN,60.354762,5.189174,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR121192858/attachments/17945,{526C26EC-88CC-4301-BDA3-C1BA14AB1711}
ANDAL,11513,5.247117,59.636483,8539711,RÅDGIVENDE BIOLOGER AS,1,"[2009, 40]",b,AM80166462,KLARERT,SJØ,SALTVANN,VESTLAND,BØMLO,59.636483,5.247117,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM80166462/attachments/426,{0CCA5115-48E8-4E37-8B8F-7951BBCBD622}
ANDAL,11513,5.247117,59.636483,8540145,FOMAS - FISKEHELSE OG MILJØ AS,1,"[2011, 4]",b,AM90350700,KLARERT,SJØ,SALTVANN,VESTLAND,BØMLO,59.636483,5.247117,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM90350700/attachments/519,{DE86E59B-86C4-4EA0-91E3-0CAB7C65C960}
ANDAL,11513,5.247117,59.636483,8541001,RESIPIENTANALYSE AS,1,"[2012, 25]",b,AM103282462,KLARERT,SJØ,SALTVANN,VESTLAND,BØMLO,59.636483,5.247117,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM103282462/attachments/1228,{89E4A94E-E2B6-4B72-86A7-56D0AD7AB7FD}
ANDAL,11513,5.247117,59.636483,8542611,RESIPIENTANALYSE AS,1,"[2014, 28]",b,AR76186883,KLARERT,SJØ,SALTVANN,VESTLAND,BØMLO,59.636483,5.247117,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR76186883/attachments/10476,{7D88AC57-564D-4AE2-97CB-50FF4B6E78B3}
ANDAL,11513,5.247117,59.636483,8544174,RESIPIENTANALYSE AS,1,"[2016, 20]",b,AR149521271,KLARERT,SJØ,SALTVANN,VESTLAND,BØMLO,59.636483,5.247117,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR149521271/attachments/20657,{CB5DF0C1-804A-4113-91FF-06D50AFF61E4}
