navn,loknr,X,Y,objectid,prodorgnavn,loktilstand,mu_dato,mu_type,rapportid,status_lokalitet,plassering,vannmiljo,fylke,kommune,lat_lokalitet,lon_lokalitet,url,globalid
NYSTØLVÅGEN,24495,5.79345000000001,60.052333,8544591,Rådgivende Biologer AS,1,"[2016, 33]",b,AR168256901,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.052333,5.79345,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR168256901/attachments/23190,{13166FA6-5847-43B3-8B04-8327E782F651}
NYSTØLVÅGEN,24495,5.79345000000001,60.052333,8547699,FOMAS FISKEHELSE OG MILJØ AS,1,"[2019, 49]",b,AR367329255,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.052333,5.79345,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR367329255/attachments/52468,{B3FF395E-6266-41DF-AA2E-946B0242A79B}
NYSTØLVÅGEN,24495,5.79345000000001,60.052333,8548508,ÅKERBLÅ AS,1,"[2021, 1]",b,AR411589009,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.052333,5.79345,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR411589009/attachments/58865,{DBC7180B-86AE-4FC2-93C1-E7712AB9C6A9}
NYSTØLVÅGEN,24495,5.79345000000001,60.052333,8548763,ÅKERBLÅ AS,2,"[2021, 16]",b,AR428755043,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.052333,5.79345,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR428755043/attachments/60742,{F967CA0E-B2C2-4B59-95DA-6EF8B6DA4177}
NYSTØLVÅGEN,24495,5.79345000000001,60.052333,8549430,ÅKERBLÅ AS,2,"[2021, 50]",b,AR465512085,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.052333,5.79345,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR465512085/attachments/70581,{1B00379C-1CB5-40AD-8C31-D29EE3A2D1DB}
NYSTØLVÅGEN,24495,5.79345000000001,60.052333,8550522,FOMAS FISKEHELSE OG MILJØ AS,2,"[2020, 17]",b,AR374627868,KLARERT,SJØ,SALTVANN,VESTLAND,BJØRNAFJORDEN,60.052333,5.79345,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR374627868/attachments/53387,{56AD5EB6-8CD2-4EBC-AE7B-791D29F63F49}
NÆRINGSBUKTA,33997,22.642417,70.658917,8544887,PAULSEN YNGVE KONSULT AS,1,"[2015, 49]",b,AR184889388,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,HASVIK,70.658917,22.642417,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR184889388/attachments/25005,{E79F75A7-EC0D-4491-AA1F-45AED1395603}
NÆRINGSBUKTA,33997,22.642417,70.658917,8546342,ÅKERBLÅ AS,2,"[2018, 40]",b,AR283581990,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,HASVIK,70.658917,22.642417,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR283581990/attachments/38921,{1F536BEA-64C1-41EA-A3D3-9D3E0F8D0548}
NÆRINGSBUKTA,33997,22.642417,70.658917,8546748,ÅKERBLÅ AS,2,"[2019, 10]",b,AR314905966,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,HASVIK,70.658917,22.642417,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR314905966/attachments/44235,{4972AB03-D807-43FC-BE88-0A3C990AD33C}
NÆRINGSBUKTA,33997,22.642417,70.658917,8548307,ÅKERBLÅ AS,2,"[2020, 42]",b,AR398388292,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,HASVIK,70.658917,22.642417,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR398388292/attachments/58289,{511B4CA5-40A8-477D-9784-DB2452AF2F4D}
NØKLAN,15659,21.8331,69.907683,8539702,HEMITEC AS,1,"[2009, 11]",b,AM79828160,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,KVÆNANGEN,69.907683,21.8331,,{6A18CFF6-BD22-4C13-AE44-0CC0D5F0C450}
NØKLAN,15659,21.8331,69.907683,8540108,HEMITEC AS,1,"[2005, 46]",b,AM80613934,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,KVÆNANGEN,69.907683,21.8331,,{5CB13E55-33BE-40D3-8F6F-A4B6D254A4E8}
NØKLAN,15659,21.8331,69.907683,8540109,HEMITEC AS,1,"[2006, 13]",b,AM80613949,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,KVÆNANGEN,69.907683,21.8331,,{E6C7A4C7-A76C-4B1E-AFCE-025B77E4049E}
NØKLAN,15659,21.8331,69.907683,8540192,BARLINDHAUG CONSULT AS,1,"[2011, 32]",b,AM92151379,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,KVÆNANGEN,69.907683,21.8331,,{059175DE-5C92-497F-B239-714E00F2F029}
NØKLAN,15659,21.8331,69.907683,8541876,Akvaplan Niva AS,1,"[2013, 16]",b,AR52889649,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,KVÆNANGEN,69.907683,21.8331,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR52889649/attachments/2989,{8D3FB91D-3B44-44D2-B851-B8E4447AD5D6}
NØKLAN,15659,21.8331,69.907683,8542992,MARIN HELSE AS,2,"[2014, 51]",b,AR86930852,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,KVÆNANGEN,69.907683,21.8331,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR86930852/attachments/13781,{C608DFE2-5A16-431D-BFE4-03F4C52D59E4}
NØKLAN,15659,21.8331,69.907683,8543861,MARIN HELSE AS,1,"[2016, 4]",b,AR131923699,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,KVÆNANGEN,69.907683,21.8331,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR131923699/attachments/18705,{9DA4174A-1C0C-4F18-823C-C7103B1383A8}
NØKLAN,15659,21.8331,69.907683,8547182,AQUA KOMPETANSE AS,2,"[2019, 31]",b,AR334695124,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,KVÆNANGEN,69.907683,21.8331,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR334695124/attachments/47550,{004F4AAB-8FFA-41B3-AA7F-A2B170D18B42}
NØRHOLMEN,33937,8.27179999999998,63.338917,8545619,ÅKERBLÅ AS,1,"[2017, 42]",b,AR236033818,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,SMØLA,63.338917,8.2718,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR236033818/attachments/31570,{DB81F849-ACE4-4916-B0B4-590675D0FFDA}
NØRHOLMEN,33937,8.27179999999998,63.338917,8546778,AQUA KOMPETANSE AS,1,"[2019, 10]",b,AR316418807,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,SMØLA,63.338917,8.2718,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR316418807/attachments/44269,{2A1B8201-05B0-4181-BC3F-7AEFE8BEFF5A}
OANES SJØ,11922,6.07948299999998,58.910083,8548244,ÅKERBLÅ AS,1,"[2020, 36]",b,AR395859224,KLARERT,SJØ,SALTVANN,ROGALAND,STRAND,58.910083,6.079483,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR395859224/attachments/57716,{E23250BC-1ED9-42F5-819F-0338978D945E}
ODDANE,27055,4.96893299999999,61.540367,8540536,SUB AQUA TECH AS,1,"[2011, 2]",b,AM94236605,KLARERT,SJØ,SALTVANN,VESTLAND,KINN,61.540367,4.968933,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM94236605/attachments/840,{9498F066-A17C-4478-8EED-9BDDF609E93C}
ODDANE,27055,4.96893299999999,61.540367,8542361,SUB AQUA TECH AS,1,"[2014, 12]",b,AR67330396,KLARERT,SJØ,SALTVANN,VESTLAND,KINN,61.540367,4.968933,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR67330396/attachments/5401,{17A4CFF7-5A6A-4061-85AE-57B7BE3D33EE}
ODDANE,27055,4.96893299999999,61.540367,8544043,SUB AQUA TECH AS,1,"[2016, 14]",b,AR144206142,KLARERT,SJØ,SALTVANN,VESTLAND,KINN,61.540367,4.968933,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR144206142/attachments/19431,{26EE018E-D2F0-4D65-A6DD-2F2802F16353}
ODDANE,27055,4.96893299999999,61.540367,8545428,SUB AQUA TECH AS,2,"[2017, 42]",b,AR222687594,KLARERT,SJØ,SALTVANN,VESTLAND,KINN,61.540367,4.968933,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR222687594/attachments/29934,{3E47CA13-755B-4D19-9A2A-44658C18D736}
ODDANE,27055,4.96893299999999,61.540367,8546254,SUB AQUA TECH AS,1,"[2018, 32]",b,AR279077895,KLARERT,SJØ,SALTVANN,VESTLAND,KINN,61.540367,4.968933,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR279077895/attachments/37455,{C10B576D-7717-463E-83A9-6F734506F969}
ODDANE,27055,4.96893299999999,61.540367,8547344,SUB AQUA TECH AS,3,"[2019, 44]",b,AR344184628,KLARERT,SJØ,SALTVANN,VESTLAND,KINN,61.540367,4.968933,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR344184628/attachments/49963,{6E933EE3-5F9C-4E7C-A2FB-B3DD3037734F}
ODDANE,27055,4.96893299999999,61.540367,8548048,SUB AQUA TECH AS,2,"[2020, 32]",b,AR387026005,KLARERT,SJØ,SALTVANN,VESTLAND,KINN,61.540367,4.968933,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR387026005/attachments/55824,{102FE401-BF36-46F1-80E2-B019A7259EE2}
ODDANE,27055,4.96893299999999,61.540367,8549009,SUB AQUA TECH AS,2,"[2021, 26]",b,AR442157215,KLARERT,SJØ,SALTVANN,VESTLAND,KINN,61.540367,4.968933,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR442157215/attachments/66954,{3718FBB6-4171-4A82-B1F1-4A748D8CB68E}
ODDNESET,15595,11.69819,64.776773,8540858,AQUA KOMPETANSE AS,2,"[2006, 7]",b,AM100006691,TRUKKET,SJØ,SALTVANN,TRØNDELAG,NÆRØY,64.776773,11.69819,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM100006691/attachments/1202,{915972F7-55A6-4A7A-BDB9-C45E45F68323}
ODDVÆRSÆTRA,11168,14.769217,68.270383,8541139,CHRISTIANSEN HAAKON OLAV,3,"[2011, 42]",b,AM104086960,KLARERT,SJØ,SALTVANN,NORDLAND,VÅGAN,68.270383,14.769217,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM104086960/attachments/1450,{6C0A0F4D-71EA-49FD-B08C-A16E8C97E9A4}
ODDVÆRSÆTRA,11168,14.769217,68.270383,8545048,ÅKERBLÅ AS,1,"[2017, 16]",b,AR198568412,KLARERT,SJØ,SALTVANN,NORDLAND,VÅGAN,68.270383,14.769217,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR198568412/attachments/26094,{EEC626D6-F04D-44F6-90CE-37CEF7ADD6EE}
ODDVÆRSÆTRA,11168,14.769217,68.270383,8545531,LOFOTBIOLOG AS,1,"[2016, 11]",b,AR227025422,KLARERT,SJØ,SALTVANN,NORDLAND,VÅGAN,68.270383,14.769217,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR227025422/attachments/30865,{48D836D6-ADFA-42FE-BE34-FBC1875B6628}
ODDVÆRSÆTRA,11168,14.769217,68.270383,8545532,CHRISTIANSEN HAAKON OLAV,3,"[2010, 4]",b,AR227026254,KLARERT,SJØ,SALTVANN,NORDLAND,VÅGAN,68.270383,14.769217,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR227026254/attachments/30866,{767B1B73-E1C3-4203-A4C6-AE7985BF2212}
ODDVÆRSÆTRA,11168,14.769217,68.270383,8545563,ÅKERBLÅ AS,2,"[2017, 49]",b,AR231840685,KLARERT,SJØ,SALTVANN,NORDLAND,VÅGAN,68.270383,14.769217,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR231840685/attachments/31062,{E8FD4316-8ED1-4339-AE8E-2F62ECC7D7B9}
ODDVÆRSÆTRA,11168,14.769217,68.270383,8546906,ÅKERBLÅ AS,2,"[2019, 23]",b,AR324620152,KLARERT,SJØ,SALTVANN,NORDLAND,VÅGAN,68.270383,14.769217,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR324620152/attachments/45146,{A63B25CF-5084-4B53-9E62-6EBE1B5D9CD5}
ODDVÆRSÆTRA,11168,14.769217,68.270383,8547552,ÅKERBLÅ AS,3,"[2020, 3]",b,AR357144285,KLARERT,SJØ,SALTVANN,NORDLAND,VÅGAN,68.270383,14.769217,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR357144285/attachments/51191,{A4625B30-580C-4C84-96B9-90A5873F1CE8}
ODDVÆRSÆTRA,11168,14.769217,68.270383,8547733,ÅKERBLÅ AS,3,"[2020, 14]",b,AR370291416,KLARERT,SJØ,SALTVANN,NORDLAND,VÅGAN,68.270383,14.769217,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR370291416/attachments/52720,{D152048B-DE34-44E7-82C4-1F02A31EB6A4}
ODDVÆRSÆTRA,11168,14.769217,68.270383,8548941,ÅKERBLÅ AS,1,"[2021, 25]",b,AR437494208,KLARERT,SJØ,SALTVANN,NORDLAND,VÅGAN,68.270383,14.769217,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR437494208/attachments/66135,{158284A3-99D8-4F07-9381-CE9947194830}
ODDVÆRSÆTRA,11168,14.769217,68.270383,8549611,ÅKERBLÅ AS,3,"[2022, 7]",b,AR479915336,KLARERT,SJØ,SALTVANN,NORDLAND,VÅGAN,68.270383,14.769217,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR479915336/attachments/71590,{AF984DD7-C4E4-4C8C-A4AA-B97B379234C2}
OKSBÅSEN,37077,12.6723,65.19105,8545743,ÅKERBLÅ NORD AS,3,"[2018, 2]",b,AR242455186,KLARERT,SJØ,SALTVANN,NORDLAND,BINDAL,65.19105,12.6723,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR242455186/attachments/32241,{21D33FE8-D4DF-4C89-8C89-D5CA64DCA3B0}
OKSBÅSEN,37077,12.6723,65.19105,8546015,ÅKERBLÅ NORD AS,3,"[2018, 12]",b,AR261419720,KLARERT,SJØ,SALTVANN,NORDLAND,BINDAL,65.19105,12.6723,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR261419720/attachments/34001,{ECB1034E-1B2C-4752-8095-CB7553965896}
OKSBÅSEN,37077,12.6723,65.19105,8546301,ÅKERBLÅ NORD AS,3,"[2018, 23]",b,AR281108443,KLARERT,SJØ,SALTVANN,NORDLAND,BINDAL,65.19105,12.6723,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR281108443/attachments/38350,{7A16CC45-4EE8-4E11-9115-070375AC0254}
OKSBÅSEN,37077,12.6723,65.19105,8546832,ÅKERBLÅ AS,2,"[2019, 16]",b,AR319887915,KLARERT,SJØ,SALTVANN,NORDLAND,BINDAL,65.19105,12.6723,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR319887915/attachments/44322,{2F18D512-6277-4D46-9BC5-623395F35C1B}
OKSBÅSEN,37077,12.6723,65.19105,8547389,ÅKERBLÅ AS,3,"[2019, 35]",b,AR345421110,KLARERT,SJØ,SALTVANN,NORDLAND,BINDAL,65.19105,12.6723,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR345421110/attachments/50143,{4A95D2A8-97CB-43EE-845D-11DAD2150F36}
OKSBÅSEN,37077,12.6723,65.19105,8547918,ÅKERBLÅ AS,2,"[2020, 25]",b,AR381626112,KLARERT,SJØ,SALTVANN,NORDLAND,BINDAL,65.19105,12.6723,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR381626112/attachments/54958,{8BA153BE-F2DD-4AD4-8514-602ED7C5D4E0}
OKSBÅSEN,37077,12.6723,65.19105,8548384,ÅKERBLÅ AS,2,"[2020, 46]",b,AR401739339,KLARERT,SJØ,SALTVANN,NORDLAND,BINDAL,65.19105,12.6723,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR401739339/attachments/58598,{7B72C2A4-5D01-4907-81C3-638F81ADB48D}
OKSBÅSEN,37077,12.6723,65.19105,8548690,ÅKERBLÅ AS,3,"[2021, 9]",b,AR423121596,KLARERT,SJØ,SALTVANN,NORDLAND,BINDAL,65.19105,12.6723,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR423121596/attachments/59949,{7BF78661-AFD9-4111-8A93-79D5F7AA6CB3}
OKSBÅSEN,37077,12.6723,65.19105,8549011,ÅKERBLÅ AS,2,"[2021, 26]",b,AR442163021,KLARERT,SJØ,SALTVANN,NORDLAND,BINDAL,65.19105,12.6723,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR442163021/attachments/66956,{2398997A-E881-4273-BD7A-1CA8B5C8073C}
OKSBÅSEN,37077,12.6723,65.19105,8549466,ÅKERBLÅ AS,1,"[2021, 42]",b,AR468905131,KLARERT,SJØ,SALTVANN,NORDLAND,BINDAL,65.19105,12.6723,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR468905131/attachments/70826,{BB014FA5-2276-4D0C-9891-5E114619B594}
OKSBÅSEN,37077,12.6723,65.19105,8549767,ÅKERBLÅ AS,2,"[2022, 12]",b,AR489252659,KLARERT,SJØ,SALTVANN,NORDLAND,BINDAL,65.19105,12.6723,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR489252659/attachments/72669,{CFCAA5F3-28FD-4061-904A-D78DC702F16F}
OKSEBÅSEN V,10181,6.16075000000001,62.52025,8540238,KYSTLAB AS AVD GURSKØY,2,"[2011, 4]",b,AM91803287,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,GISKE,62.52025,6.16075,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM91803287/attachments/400,{4AFEACFC-5CC3-44FB-BFD1-5A56CE4152A9}
OKSEBÅSEN V,10181,6.16075000000001,62.52025,8540330,KYSTLAB AS AVD GURSKØY,2,"[2011, 27]",b,AM93881341,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,GISKE,62.52025,6.16075,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM93881341/attachments/812,{132E76D2-CA45-4AE9-AA06-DB334E06FDC7}
OKSEBÅSEN V,10181,6.16075000000001,62.52025,8540696,KYSTLAB AS AVD GURSKØY,1,"[2012, 4]",b,AM94569168,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,GISKE,62.52025,6.16075,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM94569168/attachments/1014,{3695E103-D6E2-48A0-B79C-72C5525F4AF5}
OKSEBÅSEN V,10181,6.16075000000001,62.52025,8541287,FISKE-LIV AS,2,"[2013, 4]",b,AM104664494,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,GISKE,62.52025,6.16075,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM104664494/attachments/1522,{B0654B14-4224-4E4C-9637-AEC74E453221}
OKSEBÅSEN V,10181,6.16075000000001,62.52025,8541645,FISKE LIV AS,2,"[2013, 31]",b,AR50767915,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,GISKE,62.52025,6.16075,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR50767915/attachments/2151,{2C4678EC-E293-49ED-AC3D-9792AAFDBBE5}
OKSEBÅSEN V,10181,6.16075000000001,62.52025,8542871,FISKE LIV AS,1,"[2014, 42]",b,AR80617361,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,GISKE,62.52025,6.16075,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR80617361/attachments/13117,{B9FF2AC9-5F76-4924-80EB-4C014BD335A1}
OKSEBÅSEN V,10181,6.16075000000001,62.52025,8544430,ALSCO AS,2,"[2007, 50]",b,AR162749361,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,GISKE,62.52025,6.16075,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR162749361/attachments/22068,{8E334082-4331-4524-A42B-A48D8FA2DBA9}
OKSEBÅSEN V,10181,6.16075000000001,62.52025,8545156,ÅKERBLÅ AS,2,"[2017, 14]",b,AR209049161,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,GISKE,62.52025,6.16075,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR209049161/attachments/27584,{298971CD-1819-476F-9E4F-DB5E57F3918C}
OKSEBÅSEN V,10181,6.16075000000001,62.52025,8545276,KYSTLAB PREBIO AS,1,"[2008, 23]",b,AR216989660,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,GISKE,62.52025,6.16075,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR216989660/attachments/28814,{8A5F428A-DDF5-459F-9285-1C588A3FC3B9}
OKSEBÅSEN V,10181,6.16075000000001,62.52025,8545277,KYSTLAB PREBIO AS,1,"[2009, 5]",b,AR216990126,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,GISKE,62.52025,6.16075,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR216990126/attachments/28815,{6E885449-E95F-4C8B-8513-1B4D4971C86F}
OKSEBÅSEN V,10181,6.16075000000001,62.52025,8545582,ÅKERBLÅ AS,1,"[2017, 37]",b,AR233027547,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,GISKE,62.52025,6.16075,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR233027547/attachments/30964,{2B83C15A-2821-40E5-87D5-3C38D004BD55}
OKSEBÅSEN V,10181,6.16075000000001,62.52025,8550417,ÅKERBLÅ AS,1,"[2019, 5]",b,AR361488023,KLARERT,SJØ,SALTVANN,MØRE OG ROMSDAL,GISKE,62.52025,6.16075,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR361488023/attachments/51707,{A26D8E11-F888-4D07-9A77-E39C94578532}
OKSEN,31697,4.94065000000001,60.434183,8540354,RÅDGIVENDE BIOLOGER AS,1,"[2010, 46]",b,AM88570229,KLARERT,SJØ,SALTVANN,VESTLAND,ØYGARDEN,60.434183,4.94065,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM88570229/attachments/342,{B4714BFB-B695-41DF-AB19-03EED7CF5ABA}
OKSEN,31697,4.94065000000001,60.434183,8541015,UNI RESEARCH AS,1,"[2012, 35]",b,AM103360723,KLARERT,SJØ,SALTVANN,VESTLAND,ØYGARDEN,60.434183,4.94065,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM103360723/attachments/1353,{0777A548-A685-427D-B91F-C05683DE2FE7}
OKSEN,31697,4.94065000000001,60.434183,8542636,Rådgivende Biologer AS,1,"[2014, 28]",b,AR76778278,KLARERT,SJØ,SALTVANN,VESTLAND,ØYGARDEN,60.434183,4.94065,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR76778278/attachments/11175,{16668109-F322-4E70-870E-F52E2B41760E}
OKSEN,31697,4.94065000000001,60.434183,8544308,Rådgivende Biologer AS,1,"[2016, 20]",b,AR158425152,KLARERT,SJØ,SALTVANN,VESTLAND,ØYGARDEN,60.434183,4.94065,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR158425152/attachments/21499,{5B6E78C4-9104-443E-99AE-65C3440EFF01}
OKSEN,31697,4.94065000000001,60.434183,8546226,Rådgivende Biologer AS,1,"[2018, 28]",b,AR278189231,KLARERT,SJØ,SALTVANN,VESTLAND,ØYGARDEN,60.434183,4.94065,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR278189231/attachments/37286,{32DB3DB5-1C1C-4347-A8F8-6C2F213D968F}
OKSØY,11320,15.310767,67.974933,8540793,AKVAPLAN NIVA AS,1,"[2011, 48]",b,AM103572716,KLARERT,SJØ,SALTVANN,NORDLAND,STEIGEN,67.974933,15.310767,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM103572716/attachments/1118,{AC13BEFC-FC8E-437F-A669-080FF5D3A260}
OKSØY,11320,15.310767,67.974933,8540794,AKVAPLAN NIVA AS,2,"[2010, 48]",b,AM103573182,KLARERT,SJØ,SALTVANN,NORDLAND,STEIGEN,67.974933,15.310767,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM103573182/attachments/1119,{2A20AFFD-926D-4332-BBCE-AA6746F83FC4}
OKSØY,11320,15.310767,67.974933,8542256,Akvaplan Niva AS,2,"[2013, 51]",b,AR59315950,KLARERT,SJØ,SALTVANN,NORDLAND,STEIGEN,67.974933,15.310767,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR59315950/attachments/5114,{9DF84EC7-9FA0-48D5-BBB8-BEE954C9E51A}
OKSØY,11320,15.310767,67.974933,8543389,Akvaplan Niva AS,2,"[2014, 50]",b,AR112323861,KLARERT,SJØ,SALTVANN,NORDLAND,STEIGEN,67.974933,15.310767,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR112323861/attachments/16441,{FE4740B8-C5DB-4798-A10F-B8713330D0FC}
OKSØY,11320,15.310767,67.974933,8545117,Akvaplan Niva AS,1,"[2016, 45]",b,AR202535195,KLARERT,SJØ,SALTVANN,NORDLAND,STEIGEN,67.974933,15.310767,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR202535195/attachments/27015,{053BF54C-D1C6-4A8E-87E5-B2A35343806C}
OKSØY,11320,15.310767,67.974933,8546030,Akvaplan Niva AS,1,"[2018, 5]",b,AR262236384,KLARERT,SJØ,SALTVANN,NORDLAND,STEIGEN,67.974933,15.310767,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR262236384/attachments/34204,{DE33D3FB-5DBD-49C9-9B36-8A98D401E36E}
OLANESET,10795,22.2785,70.2122,8540980,AKVAPLAN NIVA AS,1,"[2008, 15]",b,AM102094185,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,LOPPA,70.2122,22.2785,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AM102094185/attachments/1382,{57F2EACC-B1F6-4FBA-8450-ADEF921CD9DB}
OLANESET,10795,22.2785,70.2122,8541484,Akvaplan Niva AS,1,"[2013, 15]",b,AR44352945,KLARERT,SJØ,SALTVANN,TROMS OG FINNMARK,LOPPA,70.2122,22.2785,https://api.fiskeridir.no/aqua-env-reports-ws/api/v1/env-reports/AR44352945/attachments/293,{16443088-592E-4358-96D1-2F9B99B0A1F8}
