LOK_NAVN,LOK_NR,TILL_NR,ORG.NR/PERS.NR,NAVN,ADRESSE,POSTNR,POSTSTED,TILDELINGSTIDSPUNKT,TIDSBEGRENSET,TILL_KOMNR,TILL_KOM,FORMÅL,PRODUKSJONSFORM,ART,TILL_KAP,TILL_ENHET,LOK_KOMNR,LOK_KOM,LOK_PLASS,VANNMILJØ,LOK_KAP,LOK_ENHET,N_GEOWGS84,Ø_GEOWGS84,PROD_OMR
EBNE,12109,H K 0013,940887836.0,FJELBERG FJORDBRUK  AS,FLAKKAVÅGSVEGEN 12,5694,ONARHEIM,22.07.1986,,4617,KVINNHERAD,KOMMERSIELL,MATFISK,Laks,787.00,TN,4611,ETNE,SJØ,SALTVANN,3900.00,TN,59.714433,5.8238,3.0
EBNE,12109,H K 0035,940887836.0,FJELBERG FJORDBRUK  AS,FLAKKAVÅGSVEGEN 12,5694,ONARHEIM,06.09.1996,,4617,KVINNHERAD,KOMMERSIELL,MATFISK,Laks,787.00,TN,4611,ETNE,SJØ,SALTVANN,3900.00,TN,59.714433,5.8238,3.0
EBNE,12109,H T 0003,979495358.0,TYSNES FJORDBRUK AS,FLAKKAVÅGSVEGEN 12,5694,ONARHEIM,13.08.1973,,4616,TYSNES,KOMMERSIELL,MATFISK,Laks,787.00,TN,4611,ETNE,SJØ,SALTVANN,3900.00,TN,59.714433,5.8238,3.0
EBNE,12109,H T 0006,979495358.0,TYSNES FJORDBRUK AS,FLAKKAVÅGSVEGEN 12,5694,ONARHEIM,15.05.1986,,4616,TYSNES,KOMMERSIELL,MATFISK,Laks,787.00,TN,4611,ETNE,SJØ,SALTVANN,3900.00,TN,59.714433,5.8238,3.0
EBNE,12109,H T 0016,979495358.0,TYSNES FJORDBRUK AS,FLAKKAVÅGSVEGEN 12,5694,ONARHEIM,04.09.1974,,4616,TYSNES,KOMMERSIELL,MATFISK,Laks,786.00,TN,4611,ETNE,SJØ,SALTVANN,3900.00,TN,59.714433,5.8238,3.0
EBNE,12109,H T 0020,979495358.0,TYSNES FJORDBRUK AS,FLAKKAVÅGSVEGEN 12,5694,ONARHEIM,20.06.1986,,4616,TYSNES,KOMMERSIELL,MATFISK,Laks,785.00,TN,4611,ETNE,SJØ,SALTVANN,3900.00,TN,59.714433,5.8238,3.0
EDØYA,14041,STH 0002,985848718.0,LERØY MIDT AS,INDUSTRIPARKVEIEN 31,7246,SANDSTAD,01.08.1973,,5056,HITRA,KOMMERSIELL,MATFISK,Laks,796.00,TN,5056,HITRA,SJØ,SALTVANN,3900.00,TN,63.65835,8.694417,6.0
EDØYA,14041,STH 0003,985848718.0,LERØY MIDT AS,INDUSTRIPARKVEIEN 31,7246,SANDSTAD,15.08.2003,,5056,HITRA,KOMMERSIELL,MATFISK,Laks,796.00,TN,5056,HITRA,SJØ,SALTVANN,3900.00,TN,63.65835,8.694417,6.0
EDØYA,14041,STH 0011,985848718.0,LERØY MIDT AS,INDUSTRIPARKVEIEN 31,7246,SANDSTAD,26.07.1973,,5056,HITRA,KOMMERSIELL,MATFISK,Laks,796.00,TN,5056,HITRA,SJØ,SALTVANN,3900.00,TN,63.65835,8.694417,6.0
EDØYA,14041,STH 0045,985848718.0,LERØY MIDT AS,INDUSTRIPARKVEIEN 31,7246,SANDSTAD,17.06.1977,,5056,HITRA,KOMMERSIELL,MATFISK,Laks,796.00,TN,5056,HITRA,SJØ,SALTVANN,3900.00,TN,63.65835,8.694417,6.0
EDØYA,14041,STSI0012,985848718.0,LERØY MIDT AS,INDUSTRIPARKVEIEN 31,7246,SANDSTAD,20.07.1973,,5055,HEIM,KOMMERSIELL,MATFISK,Laks,796.00,TN,5056,HITRA,SJØ,SALTVANN,3900.00,TN,63.65835,8.694417,6.0
EDØYA,14041,STSI0013,985848718.0,LERØY MIDT AS,INDUSTRIPARKVEIEN 31,7246,SANDSTAD,07.06.1977,,5055,HEIM,KOMMERSIELL,MATFISK,Laks,796.00,TN,5056,HITRA,SJØ,SALTVANN,3900.00,TN,63.65835,8.694417,6.0
EDØYA II,30137,STH 0011,985848718.0,LERØY MIDT AS,INDUSTRIPARKVEIEN 31,7246,SANDSTAD,26.07.1973,,5056,HITRA,KOMMERSIELL,MATFISK,Laks,796.00,TN,5056,HITRA,SJØ,SALTVANN,3120.00,TN,63.65805,8.683667,6.0
EDØYA II,30137,STH 0012,985848718.0,LERØY MIDT AS,INDUSTRIPARKVEIEN 31,7246,SANDSTAD,12.08.1973,,5056,HITRA,KOMMERSIELL,MATFISK,Laks,796.00,TN,5056,HITRA,SJØ,SALTVANN,3120.00,TN,63.65805,8.683667,6.0
EDØYA II,30137,STH 0015,985848718.0,LERØY MIDT AS,INDUSTRIPARKVEIEN 31,7246,SANDSTAD,21.01.1982,,5056,HITRA,KOMMERSIELL,MATFISK,Laks,796.00,TN,5056,HITRA,SJØ,SALTVANN,3120.00,TN,63.65805,8.683667,6.0
EDØYA II,30137,STH 0045,985848718.0,LERØY MIDT AS,INDUSTRIPARKVEIEN 31,7246,SANDSTAD,17.06.1977,,5056,HITRA,KOMMERSIELL,MATFISK,Laks,796.00,TN,5056,HITRA,SJØ,SALTVANN,3120.00,TN,63.65805,8.683667,6.0
EGGESBØNES,30597,M HØ0014,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,20.10.2009,,1515,HERØY I MØRE OG ROMSDAL,SLAKTEMERD,MATFISK,Laks,780.00,TN,1515,HERØY I MØRE OG ROMSDAL,SJØ,SALTVANN,780.00,TN,62.321517,5.655833,
EIDHOLMEN,10045,H AV0023,939538992.0,LANGØYLAKS AS,MØKSTER,5387,MØKSTER,23.04.1980,,4625,AUSTEVOLL,KOMMERSIELL,MATFISK,Laks,780.00,TN,4625,AUSTEVOLL,SJØ,SALTVANN,780.00,TN,60.088083,5.120633,3.0
EIDHOLMEN,10045,H AV0025,956876354.0,TROLAND LAKSEOPPDRETT AS,TROLAND 35,5384,TORANGSVÅG,22.04.1980,,4625,AUSTEVOLL,KOMMERSIELL,MATFISK,Laks,780.00,TN,4625,AUSTEVOLL,SJØ,SALTVANN,780.00,TN,60.088083,5.120633,3.0
EIDHOLMEN,10045,H AV0029,939538992.0,LANGØYLAKS AS,MØKSTER,5387,MØKSTER,02.07.1984,,4625,AUSTEVOLL,KOMMERSIELL,MATFISK,Laks,780.00,TN,4625,AUSTEVOLL,SJØ,SALTVANN,780.00,TN,60.088083,5.120633,3.0
EIDHOLMEN,10045,H S 0006,939174508.0,TELAVÅG FISKEOPPDRETT AS,TELAVÅGVEGEN 449,5380,TÆLAVÅG,16.05.1986,,4626,ØYGARDEN,KOMMERSIELL,MATFISK,Laks,780.00,TN,4625,AUSTEVOLL,SJØ,SALTVANN,780.00,TN,60.088083,5.120633,3.0
EIDHOLMEN,10045,H S 0023,939174508.0,TELAVÅG FISKEOPPDRETT AS,TELAVÅGVEGEN 449,5380,TÆLAVÅG,11.12.2009,,4626,ØYGARDEN,KOMMERSIELL,MATFISK,Laks,780.00,TN,4625,AUSTEVOLL,SJØ,SALTVANN,780.00,TN,60.088083,5.120633,3.0
EIDISHOLMAN,34717,N VV0003,952217860.0,ISQUEEN AS,URE,8370,LEKNES,31.01.1984,,1860,VESTVÅGØY,KOMMERSIELL,MATFISK,Laks,796.00,TN,1860,VESTVÅGØY,SJØ,SALTVANN,1560.00,TN,68.134617,13.867217,9.0
EIDISHOLMAN,34717,N VV0066,952217860.0,ISQUEEN AS,URE,8370,LEKNES,06.09.2019,06.09.2029,1860,VESTVÅGØY,VISNING,MATFISK,Laks,780.00,TN,1860,VESTVÅGØY,SJØ,SALTVANN,1560.00,TN,68.134617,13.867217,
EIDSNES,10819,F A 0039,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,26.03.1996,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,987.00,TN,5403,ALTA,SJØ,SALTVANN,1800.00,TN,70.091,22.755167,12.0
EIDSNES,10819,F A 0040,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,09.10.1984,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,984.00,TN,5403,ALTA,SJØ,SALTVANN,1800.00,TN,70.091,22.755167,12.0
EIKEBÆRÅNÆ,13870,H K 0063,866751242.0,EIDE FJORDBRUK AS,STØAVEGEN 98,5640,EIKELANDSOSEN,13.02.2004,,4617,KVINNHERAD,KOMMERSIELL,MATFISK,Laks,783.00,TN,4631,ALVER,SJØ,SALTVANN,1560.00,TN,60.563233,5.3535,4.0
EIKEBÆRÅNÆ,13870,H L 0003,866751242.0,EIDE FJORDBRUK AS,STØAVEGEN 98,5640,EIKELANDSOSEN,01.01.1973,,4631,ALVER,KOMMERSIELL,MATFISK,Laks,783.00,TN,4631,ALVER,SJØ,SALTVANN,1560.00,TN,60.563233,5.3535,4.0
EIKEBÆRÅNÆ,13870,H L 0024,866751242.0,EIDE FJORDBRUK AS,STØAVEGEN 98,5640,EIKELANDSOSEN,08.04.2016,,4631,ALVER,KOMMERSIELL,MATFISK,Laks,783.00,TN,4631,ALVER,SJØ,SALTVANN,1560.00,TN,60.563233,5.3535,4.0
EIKEBÆRÅNÆ,13870,H L 0025,866751242.0,EIDE FJORDBRUK AS,STØAVEGEN 98,5640,EIKELANDSOSEN,08.04.2016,,4631,ALVER,KOMMERSIELL,MATFISK,Laks,783.00,TN,4631,ALVER,SJØ,SALTVANN,1560.00,TN,60.563233,5.3535,4.0
EIKEBÆRÅNÆ,13870,H L 0026,866751242.0,EIDE FJORDBRUK AS,STØAVEGEN 98,5640,EIKELANDSOSEN,08.04.2016,,4631,ALVER,KOMMERSIELL,MATFISK,Laks,783.00,TN,4631,ALVER,SJØ,SALTVANN,1560.00,TN,60.563233,5.3535,4.0
EIKEBÆRÅNÆ,13870,H L 0027,866751242.0,EIDE FJORDBRUK AS,STØAVEGEN 98,5640,EIKELANDSOSEN,08.04.2016,,4631,ALVER,KOMMERSIELL,MATFISK,Laks,783.00,TN,4631,ALVER,SJØ,SALTVANN,1560.00,TN,60.563233,5.3535,4.0
EIKEBÆRÅNÆ,13870,H O 0005,911501252.0,EWOS INNOVATION AS,"POSTBOKS 4, SENTRUM",5803,BERGEN,30.12.1986,22.09.2027,4624,BJØRNAFJORDEN,FORSKNING,MATFISK,Laks,780.00,TN,4631,ALVER,SJØ,SALTVANN,1560.00,TN,60.563233,5.3535,
EIKEILEN,38637,H ØN0048,919073373.0,SALMO TERRA AS,ØRNEFJELLET 26,5174,MATHOPEN,02.07.2018,,4626,ØYGARDEN,KOMMERSIELL,MATFISK,Laks,8000.00,TN,4626,ØYGARDEN,LAND,SALTVANN,8000.00,TN,60.527433,4.859667,
EIME,34817,R B 0003,838065392.0,GRIEG SEAFOOD ROGALAND AS,POSTBOKS 234  SENTRUM,5804,BERGEN,02.07.1984,,1145,BOKN,KOMMERSIELL,MATFISK,Laks,788.00,TN,1144,KVITSØY,SJØ,SALTVANN,3600.00,TN,59.0872,5.510417,2.0
EIME,34817,R B 0005,838065392.0,GRIEG SEAFOOD ROGALAND AS,POSTBOKS 234  SENTRUM,5804,BERGEN,30.06.1986,,1145,BOKN,KOMMERSIELL,MATFISK,Laks,788.00,TN,1144,KVITSØY,SJØ,SALTVANN,3600.00,TN,59.0872,5.510417,2.0
EIME,34817,R F 0002,838065392.0,GRIEG SEAFOOD ROGALAND AS,POSTBOKS 234  SENTRUM,5804,BERGEN,01.02.1973,,1103,STAVANGER,KOMMERSIELL,MATFISK,Laks,788.00,TN,1144,KVITSØY,SJØ,SALTVANN,3600.00,TN,59.0872,5.510417,2.0
EIME,34817,R R 0002,838065392.0,GRIEG SEAFOOD ROGALAND AS,POSTBOKS 234  SENTRUM,5804,BERGEN,14.02.1985,,1103,STAVANGER,KOMMERSIELL,MATFISK,Laks,788.00,TN,1144,KVITSØY,SJØ,SALTVANN,3600.00,TN,59.0872,5.510417,2.0
EIME,34817,R SD0002,838065392.0,GRIEG SEAFOOD ROGALAND AS,POSTBOKS 234  SENTRUM,5804,BERGEN,14.03.1986,,1134,SULDAL,KOMMERSIELL,MATFISK,Laks,788.00,TN,1144,KVITSØY,SJØ,SALTVANN,3600.00,TN,59.0872,5.510417,2.0
EITERFJORDEN,35877,NTF 0028,932186497.0,BJØRØYA AS,"HAVBRUKSPARKEN, STORLAVIKA 7",7770,FLATANGER,31.08.2009,,5049,FLATANGER,KOMMERSIELL,MATFISK,Laks,804.00,TN,5060,NÆRØYSUND,SJØ,SALTVANN,4680.00,TN,64.971633,11.723933,7.0
EITERFJORDEN,35877,NTF 0029,932186497.0,BJØRØYA AS,"HAVBRUKSPARKEN, STORLAVIKA 7",7770,FLATANGER,31.08.2009,,5049,FLATANGER,KOMMERSIELL,MATFISK,Laks,804.00,TN,5060,NÆRØYSUND,SJØ,SALTVANN,4680.00,TN,64.971633,11.723933,7.0
EITERFJORDEN,35877,NTF 0033,932186497.0,BJØRØYA AS,"HAVBRUKSPARKEN, STORLAVIKA 7",7770,FLATANGER,28.07.2014,,5049,FLATANGER,KOMMERSIELL,MATFISK-GRØNN B,Laks,804.00,TN,5060,NÆRØYSUND,SJØ,SALTVANN,4680.00,TN,64.971633,11.723933,7.0
EITERFJORDEN,35877,NTNR0002,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,07.08.1973,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,804.00,TN,5060,NÆRØYSUND,SJØ,SALTVANN,4680.00,TN,64.971633,11.723933,7.0
EITERFJORDEN,35877,NTNR0051,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,04.02.2004,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,804.00,TN,5060,NÆRØYSUND,SJØ,SALTVANN,4680.00,TN,64.971633,11.723933,7.0
EITERFJORDEN,35877,NTV 0010,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,29.05.1984,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,804.00,TN,5060,NÆRØYSUND,SJØ,SALTVANN,4680.00,TN,64.971633,11.723933,7.0
EITERFJORDEN,35877,NTV 0027,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,25.06.1984,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,804.00,TN,5060,NÆRØYSUND,SJØ,SALTVANN,4680.00,TN,64.971633,11.723933,7.0
EITERFJORDEN,35877,NTV 0033,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,04.02.2004,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,804.00,TN,5060,NÆRØYSUND,SJØ,SALTVANN,4680.00,TN,64.971633,11.723933,7.0
EITERFJORDEN,35877,TRND0014,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,20.07.2022,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,788.00,TN,5060,NÆRØYSUND,SJØ,SALTVANN,4680.00,TN,64.971633,11.723933,7.0
EITERFJORDEN,35877,TRND0015,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,20.07.2022,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,788.00,TN,5060,NÆRØYSUND,SJØ,SALTVANN,4680.00,TN,64.971633,11.723933,7.0
EITERFJORDEN,35877,TRND0016,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,20.07.2022,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,788.00,TN,5060,NÆRØYSUND,SJØ,SALTVANN,4680.00,TN,64.971633,11.723933,7.0
EITERFJORDEN,35877,TRND0017,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,20.07.2022,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,788.00,TN,5060,NÆRØYSUND,SJØ,SALTVANN,4680.00,TN,64.971633,11.723933,7.0
ELDVIKTAREN,29537,NTF 0027,932186497.0,BJØRØYA AS,"HAVBRUKSPARKEN, STORLAVIKA 7",7770,FLATANGER,16.03.2009,29.09.2027,5049,FLATANGER,VISNING,MATFISK,Laks,780.00,TN,5049,FLATANGER,SJØ,SALTVANN,6740.00,TN,64.454633,10.630717,
ELDVIKTAREN,29537,NTF 0028,932186497.0,BJØRØYA AS,"HAVBRUKSPARKEN, STORLAVIKA 7",7770,FLATANGER,31.08.2009,,5049,FLATANGER,KOMMERSIELL,MATFISK,Laks,804.00,TN,5049,FLATANGER,SJØ,SALTVANN,6740.00,TN,64.454633,10.630717,7.0
ELDVIKTAREN,29537,NTF 0033,932186497.0,BJØRØYA AS,"HAVBRUKSPARKEN, STORLAVIKA 7",7770,FLATANGER,28.07.2014,,5049,FLATANGER,KOMMERSIELL,MATFISK-GRØNN B,Laks,804.00,TN,5049,FLATANGER,SJØ,SALTVANN,6740.00,TN,64.454633,10.630717,7.0
ELDVIKTAREN,29537,NTF 0036,932186497.0,BJØRØYA AS,"HAVBRUKSPARKEN, STORLAVIKA 7",7770,FLATANGER,28.05.2015,01.09.2023,5049,FLATANGER,FORSKNING,MATFISK,Laks,780.00,TN,5049,FLATANGER,SJØ,SALTVANN,6740.00,TN,64.454633,10.630717,
ELDVIKTAREN,29537,NTF 0037,932186497.0,BJØRØYA AS,"HAVBRUKSPARKEN, STORLAVIKA 7",7770,FLATANGER,10.09.2015,01.09.2023,5049,FLATANGER,FORSKNING,MATFISK,Laks,320.00,TN,5049,FLATANGER,SJØ,SALTVANN,6740.00,TN,64.454633,10.630717,
ELDVIKTAREN,29537,NTNR0010,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,29.05.1984,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,804.00,TN,5049,FLATANGER,SJØ,SALTVANN,6740.00,TN,64.454633,10.630717,7.0
ELDVIKTAREN,29537,NTNR0041,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,14.02.1996,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,804.00,TN,5049,FLATANGER,SJØ,SALTVANN,6740.00,TN,64.454633,10.630717,7.0
ELDVIKTAREN,29537,NTNR0055,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,29.08.2009,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,804.00,TN,5049,FLATANGER,SJØ,SALTVANN,6740.00,TN,64.454633,10.630717,7.0
ELDVIKTAREN,29537,NTV 0001,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,26.01.1974,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,804.00,TN,5049,FLATANGER,SJØ,SALTVANN,6740.00,TN,64.454633,10.630717,7.0
ELDVIKTAREN,29537,TRFL0001,932186497.0,BJØRØYA AS,"HAVBRUKSPARKEN, STORLAVIKA 7",7770,FLATANGER,31.05.2018,30.06.2022,5049,FLATANGER,FORSKNING,MATFISK,Laks,780.00,TN,5049,FLATANGER,SJØ,SALTVANN,6740.00,TN,64.454633,10.630717,
ELDVIKTAREN,29537,TRFL0002,932186497.0,BJØRØYA AS,"HAVBRUKSPARKEN, STORLAVIKA 7",7770,FLATANGER,31.05.2018,30.06.2022,5049,FLATANGER,FORSKNING,MATFISK,Laks,720.00,TN,5049,FLATANGER,SJØ,SALTVANN,6740.00,TN,64.454633,10.630717,
ELGEN,30917,T BK0001,955750802.0,NORDLAKS OPPDRETT AS,POSTBOKS 224,8455,STOKMARKNES,04.11.1981,,5402,HARSTAD,KOMMERSIELL,MATFISK,Laks,974.00,TN,5402,HARSTAD,SJØ,SALTVANN,3120.00,TN,68.877117,16.282367,10.0
ELGEN,30917,T BK0002,955750802.0,NORDLAKS OPPDRETT AS,POSTBOKS 224,8455,STOKMARKNES,11.08.1986,,5402,HARSTAD,KOMMERSIELL,MATFISK,Laks,974.00,TN,5402,HARSTAD,SJØ,SALTVANN,3120.00,TN,68.877117,16.282367,10.0
ELGEN,30917,T KF0007,955750802.0,NORDLAKS OPPDRETT AS,POSTBOKS 224,8455,STOKMARKNES,21.01.2003,,5411,KVÆFJORD,KOMMERSIELL,MATFISK,Laks,974.00,TN,5402,HARSTAD,SJØ,SALTVANN,3120.00,TN,68.877117,16.282367,10.0
ELGEN,30917,T T 0009,955750802.0,NORDLAKS OPPDRETT AS,POSTBOKS 224,8455,STOKMARKNES,10.06.1977,,5401,TROMSØ,KOMMERSIELL,MATFISK,Laks,974.00,TN,5402,HARSTAD,SJØ,SALTVANN,3120.00,TN,68.877117,16.282367,10.0
ELVA I ÅRØYSUNDET,10811,F A 0010,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,12.01.1987,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,984.00,TN,5403,ALTA,SJØ,SALTVANN,1800.00,TN,70.1337,23.330383,12.0
ELVA I ÅRØYSUNDET,10811,F A 0058,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,984.00,TN,5403,ALTA,SJØ,SALTVANN,1800.00,TN,70.1337,23.330383,12.0
ELVA I ÅRØYSUNDET,10811,F A 0068,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,27.06.2019,27.06.2029,5403,ALTA,VISNING,MATFISK,Laks,780.00,TN,5403,ALTA,SJØ,SALTVANN,1800.00,TN,70.1337,23.330383,
ELVENESET,33077,SFA 0030,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,29.02.2004,,4645,ASKVOLL,KOMMERSIELL,MATFISK,Laks,733.00,TN,4637,HYLLESTAD,SJØ,SALTVANN,3120.00,TN,61.206,5.131733,4.0
ELVENESET,33077,SFA 0031,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,24.06.2009,,4645,ASKVOLL,KOMMERSIELL,MATFISK,Laks,733.00,TN,4637,HYLLESTAD,SJØ,SALTVANN,3120.00,TN,61.206,5.131733,4.0
ELVENESET,33077,SFG 0002,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,17.10.1989,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,733.00,TN,4637,HYLLESTAD,SJØ,SALTVANN,3120.00,TN,61.206,5.131733,4.0
ELVENESET,33077,SFG 0005,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,11.06.1997,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,733.00,TN,4637,HYLLESTAD,SJØ,SALTVANN,3120.00,TN,61.206,5.131733,4.0
ELVENESET,33077,SFG 0006,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,10.09.1983,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,733.00,TN,4637,HYLLESTAD,SJØ,SALTVANN,3120.00,TN,61.206,5.131733,4.0
ELVENESET,33077,SFG 0009,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,11.08.1973,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,733.00,TN,4637,HYLLESTAD,SJØ,SALTVANN,3120.00,TN,61.206,5.131733,4.0
ELVENESET,33077,SFG 0010,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,13.08.1973,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,733.00,TN,4637,HYLLESTAD,SJØ,SALTVANN,3120.00,TN,61.206,5.131733,4.0
ELVENESET,33077,SFG 0011,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,12.03.1976,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,733.00,TN,4637,HYLLESTAD,SJØ,SALTVANN,3120.00,TN,61.206,5.131733,4.0
ELVENESET,33077,SFG 0022,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,29.08.1986,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,733.00,TN,4637,HYLLESTAD,SJØ,SALTVANN,3120.00,TN,61.206,5.131733,4.0
ELVENESET,33077,SFG 0038,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,25.10.1988,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,733.00,TN,4637,HYLLESTAD,SJØ,SALTVANN,3120.00,TN,61.206,5.131733,4.0
ELVENESET,33077,SFH 0001,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,10.08.1973,,4637,HYLLESTAD,KOMMERSIELL,MATFISK,Laks,733.00,TN,4637,HYLLESTAD,SJØ,SALTVANN,3120.00,TN,61.206,5.131733,4.0
ELVENESET,33077,SFH 0003,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,07.01.1973,,4637,HYLLESTAD,KOMMERSIELL,MATFISK,Laks,733.00,TN,4637,HYLLESTAD,SJØ,SALTVANN,3120.00,TN,61.206,5.131733,4.0
ELVENESET,33077,SFN 0001,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,04.07.1996,,4647,SUNNFJORD,KOMMERSIELL,MATFISK,Laks,733.00,TN,4637,HYLLESTAD,SJØ,SALTVANN,3120.00,TN,61.206,5.131733,4.0
ELVEVIKA,32797,F HV0009,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,24.07.1990,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,984.00,TN,5434,MÅSØY,SJØ,SALTVANN,3599.00,TN,70.9178,25.006267,12.0
ELVEVIKA,32797,F HV0011,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,16.12.1997,,5433,HASVIK,KOMMERSIELL,MATFISK,Laks,984.00,TN,5434,MÅSØY,SJØ,SALTVANN,3599.00,TN,70.9178,25.006267,12.0
ELVEVIKA,32797,F M 0001,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,08.09.1982,,5434,MÅSØY,KOMMERSIELL,MATFISK,Laks,984.00,TN,5434,MÅSØY,SJØ,SALTVANN,3599.00,TN,70.9178,25.006267,12.0
ELVEVIKA,32797,F M 0022,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,15.08.1999,,5434,MÅSØY,KOMMERSIELL,MATFISK,Laks,984.00,TN,5434,MÅSØY,SJØ,SALTVANN,3599.00,TN,70.9178,25.006267,12.0
ENDAL VEST,13241,SFB 0002,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,07.08.1973,,4648,BREMANGER,KOMMERSIELL,MATFISK,Laks,733.00,TN,4648,BREMANGER,SJØ,SALTVANN,3120.00,TN,61.909833,5.464267,4.0
ENDAL VEST,13241,SFB 0010,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,16.08.1984,,4648,BREMANGER,KOMMERSIELL,MATFISK,Laks,733.00,TN,4648,BREMANGER,SJØ,SALTVANN,3120.00,TN,61.909833,5.464267,4.0
ENDAL VEST,13241,SFB 0014,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,22.07.1986,,4648,BREMANGER,KOMMERSIELL,MATFISK,Laks,733.00,TN,4648,BREMANGER,SJØ,SALTVANN,3120.00,TN,61.909833,5.464267,4.0
ENDAL VEST,13241,SFB 0041,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,20.06.2003,,4648,BREMANGER,KOMMERSIELL,MATFISK,Laks,733.00,TN,4648,BREMANGER,SJØ,SALTVANN,3120.00,TN,61.909833,5.464267,4.0
