LOK_NAVN,LOK_NR,TILL_NR,ORG.NR/PERS.NR,NAVN,ADRESSE,POSTNR,POSTSTED,TILDELINGSTIDSPUNKT,TIDSBEGRENSET,TILL_KOMNR,TILL_KOM,FORMÅL,PRODUKSJONSFORM,ART,TILL_KAP,TILL_ENHET,LOK_KOMNR,LOK_KOM,LOK_PLASS,VANNMILJØ,LOK_KAP,LOK_ENHET,N_GEOWGS84,Ø_GEOWGS84,PROD_OMR
KOBBAVIKA,10113,R HM0002,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,26.05.1972,,1133,HJELMELAND,KOMMERSIELL,MATFISK,Laks,788.00,TN,1103,STAVANGER,SJØ,SALTVANN,3600.00,TN,59.122317,5.934433,2.0
KOBBAVIKA,10113,R HM0020,984080115.0,CENTRE FOR AQUACULTURE COMPETENCE AS,POSTBOKS 8981,7439,TRONDHEIM,20.01.2003,27.11.2025,1133,HJELMELAND,FORSKNING,MATFISK,Laks,780.00,TN,1103,STAVANGER,SJØ,SALTVANN,3600.00,TN,59.122317,5.934433,
KOBBAVIKA,10113,R HM0029,984080115.0,CENTRE FOR AQUACULTURE COMPETENCE AS,POSTBOKS 8981,7439,TRONDHEIM,27.11.2015,27.11.2025,1133,HJELMELAND,FORSKNING,MATFISK,Laks,780.00,TN,1103,STAVANGER,SJØ,SALTVANN,3600.00,TN,59.122317,5.934433,
KOBBAVIKA,10113,R HM0033,984080115.0,CENTRE FOR AQUACULTURE COMPETENCE AS,POSTBOKS 8981,7439,TRONDHEIM,14.09.2020,27.11.2025,1133,HJELMELAND,FORSKNING,MATFISK,Laks,780.00,TN,1103,STAVANGER,SJØ,SALTVANN,3600.00,TN,59.122317,5.934433,
KOBBAVIKA,10113,R ST0001,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,08.08.1973,,1130,STRAND,KOMMERSIELL,MATFISK,Laks,788.00,TN,1103,STAVANGER,SJØ,SALTVANN,3600.00,TN,59.122317,5.934433,2.0
KOKELV,32598,F A 0004,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,04.12.1982,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,984.00,TN,5406,HAMMERFEST,SJØ,SALTVANN,3600.00,TN,70.6381,24.5791,12.0
KOKELV,32598,F A 0010,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,12.01.1987,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,984.00,TN,5406,HAMMERFEST,SJØ,SALTVANN,3600.00,TN,70.6381,24.5791,12.0
KOKELV,32598,F A 0044,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,18.08.1997,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,984.00,TN,5406,HAMMERFEST,SJØ,SALTVANN,3600.00,TN,70.6381,24.5791,12.0
KOKELV,32598,F A 0059,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,28.10.2009,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,984.00,TN,5406,HAMMERFEST,SJØ,SALTVANN,3600.00,TN,70.6381,24.5791,12.0
KOKELV,32598,F L 0023,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,03.12.1997,,5432,LOPPA,KOMMERSIELL,MATFISK-GRØNN KONVERTERT,Laks,984.00,TN,5406,HAMMERFEST,SJØ,SALTVANN,3600.00,TN,70.6381,24.5791,12.0
KOKELV,32598,F L 0024,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,16.12.1997,,5432,LOPPA,KOMMERSIELL,MATFISK,Laks,984.00,TN,5406,HAMMERFEST,SJØ,SALTVANN,3600.00,TN,70.6381,24.5791,12.0
KOKELV,32598,F LB0013,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,05.10.2000,,5438,LEBESBY,KOMMERSIELL,MATFISK,Laks,984.00,TN,5406,HAMMERFEST,SJØ,SALTVANN,3600.00,TN,70.6381,24.5791,12.0
KOKVIKA,13764,N AH0001,961056268.0,NOVA SEA AS,POSTBOKS 34,8764,LOVUND,02.08.1973,,1820,ALSTAHAUG,KOMMERSIELL,MATFISK,Laks,812.00,TN,1834,LURØY,SJØ,SALTVANN,6240.00,TN,66.412817,12.956867,8.0
KOKVIKA,13764,N AH0002,961056268.0,NOVA SEA AS,POSTBOKS 34,8764,LOVUND,09.11.1981,,1820,ALSTAHAUG,KOMMERSIELL,MATFISK,Laks,812.00,TN,1834,LURØY,SJØ,SALTVANN,6240.00,TN,66.412817,12.956867,8.0
KOKVIKA,13764,N DA0077,964982953.0,NORDLAND FYLKESKOMMUNE,"POSTBOKS 1485, FYLKESHUSET",8048,BODØ,20.10.2020,20.10.2030,1827,DØNNA,UNDERVISNING,MATFISK,Laks,550.00,TN,1834,LURØY,SJØ,SALTVANN,6240.00,TN,66.412817,12.956867,
KOKVIKA,13764,N L 0001,961056268.0,NOVA SEA AS,POSTBOKS 34,8764,LOVUND,25.07.1973,,1834,LURØY,KOMMERSIELL,MATFISK,Laks,812.00,TN,1834,LURØY,SJØ,SALTVANN,6240.00,TN,66.412817,12.956867,8.0
KOKVIKA,13764,N L 0002,961056268.0,NOVA SEA AS,POSTBOKS 34,8764,LOVUND,29.07.1973,,1834,LURØY,KOMMERSIELL,MATFISK,Laks,812.00,TN,1834,LURØY,SJØ,SALTVANN,6240.00,TN,66.412817,12.956867,8.0
KOKVIKA,13764,N R 0001,961056268.0,NOVA SEA AS,POSTBOKS 34,8764,LOVUND,02.03.1978,,1836,RØDØY,KOMMERSIELL,MATFISK,Laks,812.00,TN,1834,LURØY,SJØ,SALTVANN,6240.00,TN,66.412817,12.956867,8.0
KOKVIKA,13764,N R 0006,961056268.0,NOVA SEA AS,POSTBOKS 34,8764,LOVUND,08.06.1984,,1836,RØDØY,KOMMERSIELL,MATFISK,Laks,812.00,TN,1834,LURØY,SJØ,SALTVANN,6240.00,TN,66.412817,12.956867,8.0
KOKVIKA,13764,N R 0008,961056268.0,NOVA SEA AS,POSTBOKS 34,8764,LOVUND,18.07.1986,,1836,RØDØY,KOMMERSIELL,MATFISK,Laks,812.00,TN,1834,LURØY,SJØ,SALTVANN,6240.00,TN,66.412817,12.956867,8.0
KOKVIKA,13764,N R 0030,961056268.0,NOVA SEA AS,POSTBOKS 34,8764,LOVUND,31.01.1975,,1836,RØDØY,KOMMERSIELL,MATFISK,Laks,812.00,TN,1834,LURØY,SJØ,SALTVANN,6240.00,TN,66.412817,12.956867,8.0
KOLLSVIKA,38677,NTNR0014,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,04.07.1986,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,804.00,TN,1811,BINDAL,SJØ,SALTVANN,1560.00,TN,65.208867,12.7518,7.0
KOLLSVIKA,38677,NTNR0049,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,04.02.2003,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,804.00,TN,1811,BINDAL,SJØ,SALTVANN,1560.00,TN,65.208867,12.7518,7.0
KOLLSVIKA,38677,NTV 0002,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,27.09.1977,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,804.00,TN,1811,BINDAL,SJØ,SALTVANN,1560.00,TN,65.208867,12.7518,7.0
KOLLSVIKA,38677,NTV 0003,963867212.0,SALMONOR AS,NYVEGEN 20,7900,RØRVIK,13.06.1974,,5060,NÆRØYSUND,KOMMERSIELL,MATFISK,Laks,804.00,TN,1811,BINDAL,SJØ,SALTVANN,1560.00,TN,65.208867,12.7518,7.0
KOLVIKODDEN Ø,11201,N VV0005,943609551.0,LOFOTEN SJØPRODUKTER AS,MORTSUNDVEIEN 379,8370,LEKNES,06.04.1982,,1860,VESTVÅGØY,KOMMERSIELL,MATFISK,Laks,817.00,TN,1860,VESTVÅGØY,SJØ,SALTVANN,1560.00,TN,68.088167,13.68965,9.0
KOLVIKODDEN Ø,11201,N VV0006,943609551.0,LOFOTEN SJØPRODUKTER AS,MORTSUNDVEIEN 379,8370,LEKNES,13.02.1974,,1860,VESTVÅGØY,KOMMERSIELL,MATFISK,Laks,812.00,TN,1860,VESTVÅGØY,SJØ,SALTVANN,1560.00,TN,68.088167,13.68965,9.0
KOLVIKODDEN Ø,11201,N VV0059,943609551.0,LOFOTEN SJØPRODUKTER AS,MORTSUNDVEIEN 379,8370,LEKNES,27.08.2009,,1860,VESTVÅGØY,KOMMERSIELL,MATFISK,Laks,812.00,TN,1860,VESTVÅGØY,SJØ,SALTVANN,1560.00,TN,68.088167,13.68965,9.0
KOLVIKODDEN Ø,11201,N VV0064,943609551.0,LOFOTEN SJØPRODUKTER AS,MORTSUNDVEIEN 379,8370,LEKNES,28.08.2017,28.08.2027,1860,VESTVÅGØY,VISNING,MATFISK,Laks,780.00,TN,1860,VESTVÅGØY,SJØ,SALTVANN,1560.00,TN,68.088167,13.68965,
KOLVIKODDEN Ø,11201,N VV0065,943609551.0,LOFOTEN SJØPRODUKTER AS,MORTSUNDVEIEN 379,8370,LEKNES,14.09.2018,,1860,VESTVÅGØY,KOMMERSIELL,MATFISK,Laks,107.00,TN,1860,VESTVÅGØY,SJØ,SALTVANN,1560.00,TN,68.088167,13.68965,9.0
KOLØY N,11575,H FJ0025,989867202.0,HARDINGSMOLT AS,LYSEVEGEN 20,5620,TØRVIKBYGD,19.02.2016,,4615,FITJAR,KOMMERSIELL,MATFISK-GRØNN C,Laks,780.00,TN,4615,FITJAR,SJØ,SALTVANN,780.00,TN,59.8616,5.288267,3.0
KOMAGNES,29557,F A 0036,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,17.03.1993,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,1051.00,TN,5406,HAMMERFEST,SJØ,SALTVANN,7560.00,TN,70.4793,23.634217,12.0
KOMAGNES,29557,F A 0039,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,26.03.1996,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,987.00,TN,5406,HAMMERFEST,SJØ,SALTVANN,7560.00,TN,70.4793,23.634217,12.0
KOMAGNES,29557,F A 0040,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,09.10.1984,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,984.00,TN,5406,HAMMERFEST,SJØ,SALTVANN,7560.00,TN,70.4793,23.634217,12.0
KOMAGNES,29557,F A 0041,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,13.08.1984,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,1038.00,TN,5406,HAMMERFEST,SJØ,SALTVANN,7560.00,TN,70.4793,23.634217,12.0
KOMAGNES,29557,F A 0055,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,23.11.2006,,5403,ALTA,KOMMERSIELL,MATFISK,Laks,1051.00,TN,5406,HAMMERFEST,SJØ,SALTVANN,7560.00,TN,70.4793,23.634217,12.0
KOMAGNES,29557,F KD0027,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,11.12.1990,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,984.00,TN,5406,HAMMERFEST,SJØ,SALTVANN,7560.00,TN,70.4793,23.634217,12.0
KOMAGNES,29557,F KD0029,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,24.01.2000,,5406,HAMMERFEST,KOMMERSIELL,MATFISK,Laks,984.00,TN,5406,HAMMERFEST,SJØ,SALTVANN,7560.00,TN,70.4793,23.634217,12.0
KOMAGNES,29557,F L 0035,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,29.04.2019,,5432,LOPPA,KOMMERSIELL,MATFISK,Laks,984.00,TN,5406,HAMMERFEST,SJØ,SALTVANN,7560.00,TN,70.4793,23.634217,12.0
KOMAGNES,29557,F L 0036,961922976.0,CERMAQ NORWAY AS,NORDFOLDVEIEN 165,8286,NORDFOLD,29.04.2019,,5432,LOPPA,KOMMERSIELL,MATFISK,Laks,240.00,TN,5406,HAMMERFEST,SJØ,SALTVANN,7560.00,TN,70.4793,23.634217,12.0
KORNSTAD,12855,M AV0004,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,12.08.1973,,1554,AVERØY,KOMMERSIELL,MATFISK,Laks,796.00,TN,1554,AVERØY,SJØ,SALTVANN,3120.00,TN,62.960383,7.45015,6.0
KORNSTAD,12855,M AV0006,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,09.08.1973,,1554,AVERØY,KOMMERSIELL,MATFISK,Laks,796.00,TN,1554,AVERØY,SJØ,SALTVANN,3120.00,TN,62.960383,7.45015,6.0
KORNSTAD,12855,M AV0007,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,07.08.1973,,1554,AVERØY,KOMMERSIELL,MATFISK,Laks,796.00,TN,1554,AVERØY,SJØ,SALTVANN,3120.00,TN,62.960383,7.45015,6.0
KORNSTAD,12855,M AV0018,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,30.06.1988,,1554,AVERØY,KOMMERSIELL,MATFISK,Laks,796.00,TN,1554,AVERØY,SJØ,SALTVANN,3120.00,TN,62.960383,7.45015,6.0
KORNSTAD,12855,M SM0002,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,25.06.1973,,1573,SMØLA,KOMMERSIELL,MATFISK,Laks,796.00,TN,1554,AVERØY,SJØ,SALTVANN,3120.00,TN,62.960383,7.45015,6.0
KORNSTAD,12855,M SM0006,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,30.03.1977,,1573,SMØLA,KOMMERSIELL,MATFISK,Laks,796.00,TN,1554,AVERØY,SJØ,SALTVANN,3120.00,TN,62.960383,7.45015,6.0
KORNSTAD,12855,M SM0013,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,13.03.1979,,1573,SMØLA,KOMMERSIELL,MATFISK,Laks,796.00,TN,1554,AVERØY,SJØ,SALTVANN,3120.00,TN,62.960383,7.45015,6.0
KORNSTAD,12855,M SM0017,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,11.07.1986,,1573,SMØLA,KOMMERSIELL,MATFISK,Laks,796.00,TN,1554,AVERØY,SJØ,SALTVANN,3120.00,TN,62.960383,7.45015,6.0
KORSHOLMAN,19195,STH 0001,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,09.08.1973,,5056,HITRA,KOMMERSIELL,MATFISK,Laks,2652.00,TN,5056,HITRA,SJØ,SALTVANN,3120.00,TN,63.597217,8.51575,6.0
KORSHOLMAN,19195,STH 0005,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,12.08.1973,,5056,HITRA,KOMMERSIELL,MATFISK,Laks,796.00,TN,5056,HITRA,SJØ,SALTVANN,3120.00,TN,63.597217,8.51575,6.0
KORSHOLMAN,19195,STH 0025,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,11.11.1982,,5056,HITRA,KOMMERSIELL,MATFISK,Laks,796.00,TN,5056,HITRA,SJØ,SALTVANN,3120.00,TN,63.597217,8.51575,6.0
KORSHOLMAN,19195,STH 0047,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,29.11.1994,,5056,HITRA,KOMMERSIELL,MATFISK,Laks,796.00,TN,5056,HITRA,SJØ,SALTVANN,3120.00,TN,63.597217,8.51575,6.0
KORSNES,20316,N F 0001,991952829.0,ELLINGSEN SEAFOOD AS,POSTBOKS 56,8320,SKROVA,29.01.1982,,1859,FLAKSTAD,KOMMERSIELL,MATFISK,Laks,812.00,TN,1866,HADSEL,SJØ,SALTVANN,3900.00,TN,68.331483,14.948217,9.0
KORSNES,20316,N F 0002,991952829.0,ELLINGSEN SEAFOOD AS,POSTBOKS 56,8320,SKROVA,29.05.1974,,1859,FLAKSTAD,KOMMERSIELL,MATFISK,Laks,812.00,TN,1866,HADSEL,SJØ,SALTVANN,3900.00,TN,68.331483,14.948217,9.0
KORSNES,20316,N F 0003,991952829.0,ELLINGSEN SEAFOOD AS,POSTBOKS 56,8320,SKROVA,17.07.1984,,1859,FLAKSTAD,KOMMERSIELL,MATFISK,Laks,812.00,TN,1866,HADSEL,SJØ,SALTVANN,3900.00,TN,68.331483,14.948217,9.0
KORSNES,20316,N MS0007,991952829.0,ELLINGSEN SEAFOOD AS,POSTBOKS 56,8320,SKROVA,26.06.1987,,1874,MOSKENES,KOMMERSIELL,MATFISK,Laks,812.00,TN,1866,HADSEL,SJØ,SALTVANN,3900.00,TN,68.331483,14.948217,9.0
KORSNES,20316,N V 0002,991952829.0,ELLINGSEN SEAFOOD AS,POSTBOKS 56,8320,SKROVA,04.09.1974,,1865,VÅGAN,KOMMERSIELL,MATFISK,Laks,812.00,TN,1866,HADSEL,SJØ,SALTVANN,3900.00,TN,68.331483,14.948217,9.0
KORSNES,20316,N V 0006,991952829.0,ELLINGSEN SEAFOOD AS,POSTBOKS 56,8320,SKROVA,29.05.1974,,1865,VÅGAN,KOMMERSIELL,MATFISK,Laks,812.00,TN,1866,HADSEL,SJØ,SALTVANN,3900.00,TN,68.331483,14.948217,9.0
KORSNES,36797,F A 0067,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,12.07.2017,,5403,ALTA,KOMMERSIELL,MATFISK-GRØNN A,Laks,984.00,TN,5423,KARLSØY,SJØ,SALTVANN,7200.00,TN,69.986917,19.931633,12.0
KORSNES,36797,F HV0014,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,23.05.2017,,5433,HASVIK,KOMMERSIELL,MATFISK-GRØNN A,Laks,984.00,TN,5423,KARLSØY,SJØ,SALTVANN,7200.00,TN,69.986917,19.931633,12.0
KORSNES,36797,F HV0015,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,13.07.2017,,5433,HASVIK,KOMMERSIELL,MATFISK-GRØNN A,Laks,984.00,TN,5423,KARLSØY,SJØ,SALTVANN,7200.00,TN,69.986917,19.931633,12.0
KORSNES,36797,F KD0034,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,13.07.2017,,5406,HAMMERFEST,KOMMERSIELL,MATFISK-GRØNN A,Laks,984.00,TN,5423,KARLSØY,SJØ,SALTVANN,7200.00,TN,69.986917,19.931633,12.0
KORSNES,36797,F M 0043,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,11.07.2017,,5434,MÅSØY,KOMMERSIELL,MATFISK-GRØNN A,Laks,984.00,TN,5423,KARLSØY,SJØ,SALTVANN,7200.00,TN,69.986917,19.931633,12.0
KORSNES,36797,T K 0033,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,01.07.2019,,5423,KARLSØY,KOMMERSIELL,MATFISK-GRØNN A,Laks,984.00,TN,5423,KARLSØY,SJØ,SALTVANN,7200.00,TN,69.986917,19.931633,11.0
KORSNES,36797,T K 0036,987044349.0,NOR SEAFOOD AS,BOTNHAMNVEIEN 771,9373,BOTNHAMN,01.10.2017,,5423,KARLSØY,KOMMERSIELL,MATFISK-GRØNN A,Laks,984.00,TN,5423,KARLSØY,SJØ,SALTVANN,7200.00,TN,69.986917,19.931633,11.0
KORSNES,36797,T K 0037,987044349.0,NOR SEAFOOD AS,BOTNHAMNVEIEN 771,9373,BOTNHAMN,15.10.2017,,5423,KARLSØY,KOMMERSIELL,MATFISK-GRØNN A,Laks,984.00,TN,5423,KARLSØY,SJØ,SALTVANN,7200.00,TN,69.986917,19.931633,11.0
KORSNES,36797,T K 0038,990970602.0,NRS FARMING AS,MARKVEIEN 38B,9510,ALTA,29.08.2018,,5423,KARLSØY,KOMMERSIELL,MATFISK,Laks,306.00,TN,5423,KARLSØY,SJØ,SALTVANN,7200.00,TN,69.986917,19.931633,11.0
KORSNESET,10224,M AE0005,966840528.0,SALMAR FARMING AS,INDUSTRIVEIEN 51,7266,KVERVA,29.07.1977,,1576,AURE,KOMMERSIELL,MATFISK,Laks,796.00,TN,5055,HEIM,SJØ,SALTVANN,4680.00,TN,63.142683,8.225383,6.0
KORSNESET,10224,M AE0014,966840528.0,SALMAR FARMING AS,INDUSTRIVEIEN 51,7266,KVERVA,05.02.1988,,1576,AURE,KOMMERSIELL,MATFISK,Laks,796.00,TN,5055,HEIM,SJØ,SALTVANN,4680.00,TN,63.142683,8.225383,6.0
KORSNESET,10224,M AE0022,966840528.0,SALMAR FARMING AS,INDUSTRIVEIEN 51,7266,KVERVA,26.04.2004,,1576,AURE,KOMMERSIELL,MATFISK,Laks,796.00,TN,5055,HEIM,SJØ,SALTVANN,4680.00,TN,63.142683,8.225383,6.0
KORSNESET,10224,M AV0009,966840528.0,SALMAR FARMING AS,INDUSTRIVEIEN 51,7266,KVERVA,10.05.1996,,1554,AVERØY,KOMMERSIELL,MATFISK,Laks,796.00,TN,5055,HEIM,SJØ,SALTVANN,4680.00,TN,63.142683,8.225383,6.0
KORSNESET,10224,M HS0011,966840528.0,SALMAR FARMING AS,INDUSTRIVEIEN 51,7266,KVERVA,05.07.1978,,5055,HEIM,KOMMERSIELL,MATFISK,Laks,796.00,TN,5055,HEIM,SJØ,SALTVANN,4680.00,TN,63.142683,8.225383,6.0
KORSNESET,10224,M SM0014,966840528.0,SALMAR FARMING AS,INDUSTRIVEIEN 51,7266,KVERVA,25.03.1982,,1573,SMØLA,KOMMERSIELL,MATFISK,Laks,796.00,TN,5055,HEIM,SJØ,SALTVANN,4680.00,TN,63.142683,8.225383,6.0
KORSNESET,10224,M ST0008,998830168.0,NORSK SJØMAT OPPDRETT AS,SVEMORKA,6200,STRANDA,22.09.2009,,1525,STRANDA,KOMMERSIELL,MATFISK,Laks,780.00,TN,5055,HEIM,SJØ,SALTVANN,4680.00,TN,63.142683,8.225383,6.0
KORSNESET 2,32097,M AE0005,966840528.0,SALMAR FARMING AS,INDUSTRIVEIEN 51,7266,KVERVA,29.07.1977,,1576,AURE,KOMMERSIELL,MATFISK,Laks,796.00,TN,5055,HEIM,SJØ,SALTVANN,4680.00,TN,63.141233,8.21375,6.0
KORSNESET 2,32097,M AE0014,966840528.0,SALMAR FARMING AS,INDUSTRIVEIEN 51,7266,KVERVA,05.02.1988,,1576,AURE,KOMMERSIELL,MATFISK,Laks,796.00,TN,5055,HEIM,SJØ,SALTVANN,4680.00,TN,63.141233,8.21375,6.0
KORSNESET 2,32097,M AE0022,966840528.0,SALMAR FARMING AS,INDUSTRIVEIEN 51,7266,KVERVA,26.04.2004,,1576,AURE,KOMMERSIELL,MATFISK,Laks,796.00,TN,5055,HEIM,SJØ,SALTVANN,4680.00,TN,63.141233,8.21375,6.0
KORSNESET 2,32097,M AV0009,966840528.0,SALMAR FARMING AS,INDUSTRIVEIEN 51,7266,KVERVA,10.05.1996,,1554,AVERØY,KOMMERSIELL,MATFISK,Laks,796.00,TN,5055,HEIM,SJØ,SALTVANN,4680.00,TN,63.141233,8.21375,6.0
KORSNESET 2,32097,M HS0011,966840528.0,SALMAR FARMING AS,INDUSTRIVEIEN 51,7266,KVERVA,05.07.1978,,5055,HEIM,KOMMERSIELL,MATFISK,Laks,796.00,TN,5055,HEIM,SJØ,SALTVANN,4680.00,TN,63.141233,8.21375,6.0
KORSNESET 2,32097,M SM0014,966840528.0,SALMAR FARMING AS,INDUSTRIVEIEN 51,7266,KVERVA,25.03.1982,,1573,SMØLA,KOMMERSIELL,MATFISK,Laks,796.00,TN,5055,HEIM,SJØ,SALTVANN,4680.00,TN,63.141233,8.21375,6.0
KORSNESET 2,32097,STR 0023,937357370.0,SINTEF OCEAN AS,POSTBOKS 4762 TORGARDEN,7465,TRONDHEIM,10.07.2009,23.05.2029,5058,ÅFJORD,FORSKNING,MATFISK,Laks,2340.00,TN,5055,HEIM,SJØ,SALTVANN,4680.00,TN,63.141233,8.21375,
KRABBESTIG,11809,SFG 0012,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,26.07.1977,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,733.00,TN,4602,KINN,SJØ,SALTVANN,5460.00,TN,61.894567,5.0616,4.0
KRABBESTIG,11809,SFSU0002,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,01.08.1977,,4636,SOLUND,KOMMERSIELL,MATFISK,Laks,733.00,TN,4602,KINN,SJØ,SALTVANN,5460.00,TN,61.894567,5.0616,4.0
KRABBESTIG,11809,SFSU0006,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,17.07.1984,,4636,SOLUND,KOMMERSIELL,MATFISK,Laks,733.00,TN,4602,KINN,SJØ,SALTVANN,5460.00,TN,61.894567,5.0616,4.0
KRABBESTIG,11809,SFV 0004,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,22.09.1977,,4602,KINN,KOMMERSIELL,MATFISK,Laks,733.00,TN,4602,KINN,SJØ,SALTVANN,5460.00,TN,61.894567,5.0616,4.0
KRABBESTIG,11809,SFV 0005,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,27.03.1985,,4602,KINN,KOMMERSIELL,MATFISK,Laks,733.00,TN,4602,KINN,SJØ,SALTVANN,5460.00,TN,61.894567,5.0616,4.0
KRABBESTIG,11809,SFV 0007,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,04.07.1984,,4602,KINN,KOMMERSIELL,MATFISK,Laks,733.00,TN,4602,KINN,SJØ,SALTVANN,5460.00,TN,61.894567,5.0616,4.0
KRABBESTIG,11809,SFV 0009,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,22.07.1986,,4602,KINN,KOMMERSIELL,MATFISK,Laks,733.00,TN,4602,KINN,SJØ,SALTVANN,5460.00,TN,61.894567,5.0616,4.0
KRABBHOLMEN,30297,STF 0004,924895004.0,ERVIKS LAKS OG ØRRET AS,ARMEN 33,7270,DYRVIK,02.01.1973,,5014,FRØYA,KOMMERSIELL,MATFISK,Laks,1786.00,TN,5058,ÅFJORD,SJØ,SALTVANN,3120.00,TN,63.944483,9.8814,6.0
KRABBHOLMEN,30297,STF 0053,924895004.0,ERVIKS LAKS OG ØRRET AS,ARMEN 33,7270,DYRVIK,06.02.2004,,5014,FRØYA,KOMMERSIELL,MATFISK,Laks,796.00,TN,5058,ÅFJORD,SJØ,SALTVANN,3120.00,TN,63.944483,9.8814,6.0
KRABBHOLMEN,30297,STF 0063,924895004.0,ERVIKS LAKS OG ØRRET AS,ARMEN 33,7270,DYRVIK,10.09.2009,,5014,FRØYA,KOMMERSIELL,MATFISK,Laks,796.00,TN,5058,ÅFJORD,SJØ,SALTVANN,3120.00,TN,63.944483,9.8814,6.0
KRABBHOLMEN,30297,STH 0007,836881362.0,AS KNUTSHAUGFISK,KNUTSHAUG,7252,DOLMØY,19.12.1980,,5056,HITRA,KOMMERSIELL,MATFISK,Laks,1584.00,TN,5058,ÅFJORD,SJØ,SALTVANN,3120.00,TN,63.944483,9.8814,6.0
